Branch_ID,Bank_Type,Priority_Sector,Lending_Rate_Pct,Regional_GDP_Growth,LTV_Ratio,Gross_NPA_Pct
13872,Private,PSL,8.27,-0.66,55.46,14.77
10335,Private,Non-PSL,7.32,7.67,48.32,10.31
12800,Public,Non-PSL,8.33,0.63,61.75,13.97
13997,Public,PSL,9.34,-0.35,85.78,18.56
11737,Public,Non-PSL,10.15,7.44,71.17,12.82
10487,Public,Non-PSL,7.32,0.25,40.5,13.22
12431,Private,Non-PSL,11.22,0.86,89.3,18.01
11000,Public,Non-PSL,10.12,-0.51,68.2,16.49
11908,Public,PSL,9.58,6.02,63.89,11.91
14111,Private,Non-PSL,10.95,7.43,81.47,12.5
12358,Public,PSL,7.47,7.46,78.68,11.33
14030,Foreign,PSL,9.52,2.26,44.98,12.72
12082,Private,Non-PSL,7.46,5.65,71.28,11.2
10099,Foreign,Non-PSL,7.18,2.22,52.06,11.94
12380,Private,PSL,12.59,-1.11,85.04,19.17
11150,Public,Non-PSL,13.07,7.46,82.71,15.66
12029,Private,Non-PSL,8.8,1.83,62.39,12.89
13476,Private,Non-PSL,12.62,5.05,41.34,9.96
11290,Public,PSL,7.55,2.52,75.36,17.04
11669,Public,Non-PSL,7.81,-0.48,74.41,14.04
11740,Public,Non-PSL,9.9,7.38,54.63,10.76
11211,Public,Non-PSL,9.98,2.97,47.08,14.12
11696,Foreign,Non-PSL,7.48,5.41,56.74,11.12
12100,Public,PSL,9.77,6.9,72.97,15.4
10755,Private,Non-PSL,7.97,7.1,47.7,6.99
12169,Public,Non-PSL,11.73,0.62,67.67,17.71
10798,Public,Non-PSL,10.96,7.77,57.44,11.6
13307,Foreign,Non-PSL,9.61,-0.21,67.05,14.5
14324,Public,PSL,10.37,2.29,69.12,18.01
11162,Public,Non-PSL,7.9,1.01,56.24,15.64
10978,Private,Non-PSL,7.36,-0.5,76.83,13.82
10380,Private,PSL,8.97,0.38,78.84,17.63
13703,Foreign,PSL,9.22,1.23,77.08,14.68
13962,Public,PSL,9.75,3.2,68.87,14.18
11676,Private,Non-PSL,9.13,6.59,50.99,9.41
13253,Foreign,Non-PSL,11.24,-1.89,56.93,16.43
10058,Public,Non-PSL,8.37,0.77,78.76,16.68
10545,Private,Non-PSL,11.33,4.26,85.27,14.7
10576,Private,Non-PSL,13.65,-0.72,85.05,17.8
11333,Public,Non-PSL,8.6,3.38,84.33,13.78
14483,Public,Non-PSL,10.87,4.14,40.68,12.0
11277,Private,PSL,8.69,0.56,54.08,15.68
13667,Private,Non-PSL,12.87,5.07,62.19,11.65
10678,Public,Non-PSL,9.78,-0.33,70.71,18.18
12493,Private,Non-PSL,12.33,1.37,56.8,14.97
11750,Public,PSL,7.96,2.08,45.71,13.53
14299,Private,PSL,10.03,7.43,65.06,14.18
13076,Private,Non-PSL,13.06,0.5,71.27,16.49
13618,Public,Non-PSL,12.92,-1.02,61.23,15.75
10344,Public,PSL,10.04,-0.39,75.24,18.3
13946,Private,Non-PSL,7.12,6.64,85.88,12.28
14330,Public,PSL,12.7,6.1,47.62,12.75
11694,Public,PSL,8.02,6.03,86.4,15.21
12113,Public,Non-PSL,8.29,2.08,53.38,12.31
12251,Foreign,PSL,7.66,6.53,73.39,10.89
10880,Public,PSL,8.55,2.88,86.61,16.23
10214,Public,PSL,8.57,5.56,68.52,11.81
13901,Private,PSL,10.02,1.65,52.74,13.72
13732,Public,Non-PSL,13.78,5.43,55.91,14.08
13716,Foreign,Non-PSL,9.18,6.45,50.58,9.14
12784,Public,PSL,12.55,-1.87,52.52,17.75
10049,,PSL,,1.34,77.86,16.79
10508,Public,PSL,12.76,1.23,65.64,17.34
13144,Private,PSL,10.77,1.74,44.58,13.34
14772,Public,Non-PSL,9.82,1.39,83.42,16.96
11384,Private,Non-PSL,8.81,0.47,74.43,16.59
10807,Foreign,PSL,13.54,1.42,54.56,15.81
11910,Private,PSL,8.04,2.83,40.55,10.87
12834,Private,Non-PSL,9.02,6.77,60.88,13.19
14499,Private,Non-PSL,8.83,7.56,57.3,10.73
11665,Public,PSL,13.95,6.94,79.09,16.62
10877,Foreign,PSL,12.01,6.67,62.49,10.74
14067,Public,PSL,7.88,0.53,88.21,17.9
12768,,Non-PSL,,1.78,86.76,16.67
14797,Private,Non-PSL,8.15,7.26,54.5,9.86
10821,Foreign,PSL,12.62,6.43,64.7,14.13
12715,Public,PSL,7.01,-1.28,46.1,14.7
11611,Private,PSL,13.16,6.7,85.18,17.33
13084,Public,Non-PSL,11.11,-0.94,75.09,19.19
14120,Private,Non-PSL,12.0,6.62,41.58,9.16
10030,Public,PSL,7.33,-0.79,73.61,17.55
11119,Public,PSL,8.86,0.65,77.69,14.39
10918,Private,Non-PSL,13.64,4.66,64.76,11.66
12611,Private,PSL,12.88,1.13,53.5,17.19
12798,Public,Non-PSL,11.36,-0.35,64.05,18.26
10829,Private,PSL,12.16,1.62,82.59,16.88
12928,,PSL,,6.63,65.97,15.78
14362,Private,Non-PSL,11.23,6.3,79.51,13.74
13478,Public,PSL,10.75,4.5,74.3,15.92
12693,Private,Non-PSL,7.07,0.57,65.75,12.36
13833,Public,PSL,12.77,5.2,74.38,16.77
10251,Private,PSL,9.06,1.86,74.95,16.81
10331,Public,PSL,9.49,0.59,75.6,17.85
13914,Public,Non-PSL,13.85,0.16,84.41,20.56
12675,Public,Non-PSL,13.23,3.18,56.85,13.47
11077,Public,PSL,9.69,1.23,60.41,15.25
14130,Foreign,PSL,7.01,7.51,54.0,10.57
10097,Public,PSL,10.66,6.44,69.46,11.35
11809,Public,Non-PSL,8.22,1.34,41.51,13.96
11988,Public,PSL,10.48,2.71,48.76,16.22
12360,Public,Non-PSL,7.99,6.75,63.19,11.41
12077,Public,PSL,8.67,3.74,49.47,12.66
11626,Public,Non-PSL,11.83,-0.28,43.57,16.47
12486,Private,PSL,13.87,4.79,50.58,14.82
12069,Foreign,Non-PSL,8.15,-0.45,83.17,15.63
14188,,Non-PSL,,-2.0,88.48,17.42
14987,Private,Non-PSL,12.1,1.25,79.67,16.33
11562,Public,Non-PSL,8.66,1.24,52.68,13.89
11340,Private,PSL,7.21,0.86,60.18,13.19
12682,Public,Non-PSL,12.85,3.3,77.39,17.09
11909,Public,Non-PSL,9.29,6.51,61.49,12.18
13482,Private,Non-PSL,11.01,0.48,40.41,11.38
10802,Private,PSL,8.07,-1.0,81.86,17.3
14612,Public,PSL,7.44,0.46,82.07,17.71
13135,Foreign,PSL,8.4,4.81,72.69,12.39
13600,Public,PSL,11.63,4.55,86.96,18.25
13437,Public,PSL,8.6,2.5,56.75,14.12
12905,Public,Non-PSL,10.66,-1.56,83.19,19.59
14955,,PSL,,-0.34,69.57,17.06
10468,Private,Non-PSL,13.08,6.58,58.03,11.95
12785,Public,PSL,12.98,7.45,67.14,14.43
12591,Public,PSL,12.76,-0.08,84.07,19.04
12563,Private,Non-PSL,7.35,-0.87,73.91,15.08
12108,Private,Non-PSL,13.34,0.45,54.85,15.64
11684,,Non-PSL,,1.09,53.56,16.68
10485,Private,Non-PSL,11.09,4.93,42.47,10.79
11987,Foreign,PSL,12.1,2.29,53.78,16.45
13131,Private,Non-PSL,12.64,5.78,73.41,14.56
12440,Private,Non-PSL,8.08,-0.73,52.22,12.23
10910,Public,PSL,9.66,-0.35,51.5,15.88
12285,Private,PSL,7.98,0.08,54.59,14.18
14247,Private,Non-PSL,8.76,2.89,42.01,10.63
11839,Public,PSL,13.5,-0.41,44.67,16.33
13836,Private,Non-PSL,9.12,-1.58,71.23,14.94
14614,Private,PSL,7.76,-0.96,74.89,15.85
14142,Foreign,Non-PSL,7.94,-0.02,75.26,15.42
14187,Public,Non-PSL,7.9,5.28,62.95,11.72
14809,Public,Non-PSL,8.73,7.86,73.6,11.67
12463,Private,Non-PSL,11.36,7.14,89.51,13.91
14670,Private,Non-PSL,11.88,5.83,59.51,11.67
13853,Public,PSL,11.29,-1.71,89.25,19.3
13163,Private,Non-PSL,9.11,2.21,67.17,14.6
12141,Private,Non-PSL,12.73,7.46,70.07,10.45
14097,Private,Non-PSL,7.1,0.89,68.14,13.42
11309,Foreign,PSL,9.38,3.26,75.42,17.31
13892,Public,Non-PSL,10.72,6.32,81.99,14.15
10897,Private,Non-PSL,9.05,7.15,43.31,10.24
11761,Foreign,PSL,10.18,0.8,74.71,16.71
13520,Foreign,PSL,8.48,6.46,53.49,9.97
11961,Public,Non-PSL,7.83,3.31,88.39,15.32
12288,Private,PSL,9.32,0.84,54.62,13.97
11876,Public,Non-PSL,10.8,2.35,86.84,15.04
11941,Public,Non-PSL,7.41,6.12,44.54,8.42
13166,Foreign,Non-PSL,10.44,1.63,42.56,11.99
13529,Public,Non-PSL,13.77,4.8,67.39,16.48
12799,,PSL,,0.34,73.7,18.65
11989,Public,Non-PSL,10.06,-0.43,78.74,15.29
13527,Private,PSL,13.81,2.44,81.56,18.26
13410,Private,Non-PSL,7.28,1.8,82.02,12.86
10525,Private,Non-PSL,12.87,3.29,60.64,15.28
12941,Public,Non-PSL,8.86,1.64,54.13,14.31
12886,Private,Non-PSL,13.59,6.23,44.2,11.11
12153,Foreign,Non-PSL,11.98,7.62,46.9,9.55
11509,Private,PSL,11.26,6.55,56.98,14.69
14922,Public,PSL,12.17,6.7,85.36,17.08
12322,Foreign,PSL,12.0,3.32,88.47,17.61
13873,Private,Non-PSL,8.1,4.72,72.16,11.85
13761,Public,PSL,7.84,-1.8,40.68,15.43
11322,Public,Non-PSL,8.12,3.1,68.95,14.42
11469,Private,Non-PSL,13.1,7.34,50.62,8.77
14154,Private,PSL,9.5,2.96,48.48,13.1
10076,Public,Non-PSL,12.1,3.18,53.71,17.03
13320,Public,PSL,12.41,2.95,68.32,15.94
14377,Private,Non-PSL,9.68,4.95,82.19,12.64
13238,Private,PSL,13.72,5.93,74.68,15.9
12228,Public,Non-PSL,11.19,-0.9,44.12,15.5
13877,Public,PSL,8.18,-1.05,65.8,16.25
12931,Private,Non-PSL,11.13,6.22,62.61,10.31
14234,Public,Non-PSL,13.38,2.54,84.74,17.13
11548,Private,PSL,10.85,3.03,87.25,16.65
10738,Public,Non-PSL,12.72,0.66,64.32,16.72
10473,Public,Non-PSL,7.3,-1.39,80.3,16.64
11141,Private,Non-PSL,12.77,2.66,78.35,15.68
12117,Private,PSL,10.08,6.04,63.65,10.63
10397,Public,PSL,13.01,-1.08,65.27,19.2
11442,Public,PSL,7.66,-1.79,67.25,18.19
11558,Public,Non-PSL,9.88,-1.47,81.08,18.68
10129,Public,Non-PSL,7.05,1.43,70.04,13.31
10924,Public,Non-PSL,12.6,4.48,41.27,12.21
13717,Private,Non-PSL,9.38,3.25,67.84,12.93
11537,,Non-PSL,,4.69,85.31,11.82
12050,Public,PSL,7.57,2.87,48.0,13.83
13966,Public,PSL,12.51,4.62,76.14,16.82
11564,Public,Non-PSL,8.92,3.77,61.6,12.84
10680,,PSL,,-0.24,54.26,19.51
14613,Private,PSL,10.4,7.03,73.86,13.68
12147,Public,Non-PSL,10.21,5.54,41.41,11.91
12835,Public,Non-PSL,9.78,-0.42,55.03,16.13
14620,Public,Non-PSL,13.01,-0.1,64.64,18.22
12102,Private,Non-PSL,10.73,0.01,53.1,13.14
10322,,Non-PSL,,0.79,52.66,13.38
10176,Public,Non-PSL,8.22,6.17,43.24,7.53
13505,Public,Non-PSL,13.28,-0.47,46.05,17.63
14300,Private,Non-PSL,11.17,-1.02,75.24,17.78
10760,Private,PSL,12.52,1.1,75.49,18.03
10772,Public,PSL,12.93,5.21,74.92,17.16
12580,Private,Non-PSL,11.53,5.05,45.05,11.06
11007,Foreign,Non-PSL,11.85,3.18,72.07,14.58
14587,,Non-PSL,,-0.19,89.13,16.46
11739,Public,Non-PSL,9.57,0.38,75.7,17.75
11792,Public,PSL,12.16,1.04,40.28,16.33
14495,,Non-PSL,,4.47,75.78,16.46
13108,Private,PSL,7.06,2.95,85.45,13.76
11386,Public,PSL,9.28,4.29,64.07,14.82
10417,Private,PSL,9.05,1.53,74.89,17.35
11919,Private,Non-PSL,9.74,4.15,52.23,9.74
10155,,Non-PSL,,4.76,79.78,15.27
14102,Private,PSL,9.98,5.92,76.76,12.73
10551,Private,Non-PSL,10.64,0.6,61.77,14.29
14023,Private,Non-PSL,11.71,2.85,57.54,11.19
13313,,Non-PSL,,-1.71,49.33,17.86
14758,Public,Non-PSL,12.45,7.92,70.48,14.08
12315,Foreign,Non-PSL,13.95,-1.34,74.21,16.84
11595,Private,Non-PSL,12.07,5.49,83.64,13.82
12408,Private,Non-PSL,8.53,7.71,50.86,7.96
13082,Private,Non-PSL,13.18,-0.58,48.48,15.49
13182,Public,PSL,9.02,-0.47,42.3,15.54
12003,Public,Non-PSL,13.34,6.31,52.12,13.79
11099,Public,Non-PSL,12.46,-0.02,76.57,17.89
11580,Public,Non-PSL,10.83,3.69,80.55,15.2
13389,Public,Non-PSL,7.27,3.95,71.35,13.8
14539,Public,PSL,7.57,-1.66,83.37,17.74
11850,Private,PSL,11.52,-1.28,88.68,19.13
11203,Private,PSL,7.15,7.2,70.32,11.31
13220,Private,Non-PSL,12.13,5.33,58.02,12.66
14317,Private,PSL,12.05,6.05,46.33,13.01
11146,Private,PSL,13.15,-0.32,73.54,17.46
13934,Private,Non-PSL,8.56,4.68,89.02,14.04
11869,Public,PSL,7.92,3.78,71.44,15.87
12034,Foreign,Non-PSL,13.8,3.87,67.19,12.75
11166,Public,Non-PSL,12.73,2.89,66.7,14.54
11996,Public,PSL,11.6,3.8,40.23,14.51
11048,Private,PSL,7.17,3.06,59.32,11.71
10718,Public,Non-PSL,13.76,1.04,49.77,16.31
10134,Public,PSL,9.36,-1.84,63.02,18.97
13800,Private,Non-PSL,10.98,2.77,80.43,12.4
12233,Public,Non-PSL,13.32,-1.54,45.57,18.68
11039,Private,Non-PSL,7.46,-0.73,86.21,15.24
10746,Foreign,Non-PSL,13.3,4.92,68.98,11.81
12946,Private,PSL,7.72,-0.59,55.5,15.7
11744,Private,Non-PSL,7.08,6.62,89.25,13.43
11238,Public,Non-PSL,10.31,4.51,83.81,16.22
13567,Foreign,Non-PSL,11.02,7.19,51.34,8.62
12985,Public,Non-PSL,10.83,2.39,57.2,14.6
13855,Public,PSL,11.63,2.82,54.29,14.75
12437,Private,Non-PSL,9.7,0.11,64.17,14.69
13657,Public,Non-PSL,9.38,3.37,58.07,12.6
11344,Private,Non-PSL,12.09,6.25,83.58,15.07
10819,Public,PSL,7.38,7.29,50.08,11.67
14098,Foreign,Non-PSL,7.57,-1.14,88.73,16.1
12954,Public,PSL,10.23,-1.43,54.62,16.79
10577,Private,Non-PSL,8.03,4.5,88.82,12.68
12132,Public,PSL,7.09,2.61,53.63,13.67
12945,Public,PSL,12.31,1.81,53.27,15.76
13845,Public,Non-PSL,8.13,-1.81,61.31,14.01
14803,Private,Non-PSL,13.37,-0.69,87.02,16.4
12564,Private,PSL,7.51,5.21,85.11,13.88
11774,Public,Non-PSL,13.69,-0.35,51.06,17.7
12391,Public,Non-PSL,9.62,4.5,74.14,15.16
12256,Public,Non-PSL,11.0,3.52,69.79,14.89
10364,Foreign,PSL,10.82,4.95,83.39,15.62
12275,Foreign,PSL,13.65,2.3,56.49,15.07
14284,Public,Non-PSL,7.41,-1.12,73.38,17.77
10367,Foreign,Non-PSL,13.73,4.11,80.93,16.47
12924,Public,Non-PSL,8.27,-1.2,86.97,18.92
10356,Private,Non-PSL,11.5,2.06,43.62,11.95
13012,Private,Non-PSL,9.01,2.48,71.87,12.61
10797,,PSL,,-0.64,60.42,17.41
11535,Public,Non-PSL,9.89,-1.25,59.65,15.13
11629,Private,Non-PSL,7.68,3.56,57.14,11.69
14489,Public,Non-PSL,12.46,-1.0,50.49,16.56
10585,Public,PSL,11.43,2.59,66.49,17.84
12575,Public,Non-PSL,8.58,-1.92,69.72,16.25
13778,Public,Non-PSL,10.97,0.31,68.44,17.39
14343,Private,Non-PSL,12.74,6.43,47.16,11.25
13235,Private,PSL,9.74,-1.03,73.77,18.51
13011,Foreign,Non-PSL,10.84,6.39,68.28,12.95
10338,Public,PSL,11.93,3.71,60.85,15.17
11087,Foreign,Non-PSL,11.29,5.6,85.25,12.64
13035,Public,Non-PSL,8.94,5.94,42.12,11.22
14438,Private,PSL,12.48,0.3,62.11,17.79
10611,Public,Non-PSL,7.28,-1.23,66.83,14.46
11005,Public,Non-PSL,12.65,-0.43,42.62,13.4
13284,Public,Non-PSL,13.18,1.29,51.77,16.49
14839,Private,PSL,7.28,5.3,48.74,10.87
12898,Public,Non-PSL,8.98,2.9,83.7,16.97
12198,Public,Non-PSL,13.05,5.66,48.08,13.85
10937,Public,PSL,7.13,4.85,85.22,15.53
13365,Private,PSL,13.57,3.17,55.91,16.67
11274,Private,Non-PSL,7.28,3.49,45.69,11.0
13919,Public,Non-PSL,11.7,2.44,86.27,16.62
12424,Public,Non-PSL,10.21,2.16,63.3,14.43
10604,Private,Non-PSL,7.62,4.56,85.56,12.28
14593,Foreign,PSL,10.53,5.39,80.96,12.24
12397,Private,PSL,8.08,-0.38,70.01,16.98
13694,Foreign,Non-PSL,8.64,-1.88,48.43,13.35
13330,Public,Non-PSL,11.7,2.65,88.05,14.64
10823,Private,Non-PSL,9.33,5.09,87.73,12.61
10011,Public,PSL,7.14,-0.35,84.3,17.27
14547,Public,Non-PSL,7.1,-0.54,66.24,12.98
11383,Public,Non-PSL,13.79,-1.72,70.25,21.26
14205,Public,Non-PSL,7.76,7.33,80.66,12.15
10899,Public,PSL,7.09,7.52,46.39,8.75
14079,Private,PSL,12.38,5.23,56.3,13.39
12760,Private,PSL,7.44,-0.04,56.27,16.29
12547,Foreign,Non-PSL,7.54,5.8,70.28,10.08
13279,Private,PSL,9.34,1.98,61.07,14.84
11328,,PSL,,2.09,45.73,15.33
11467,Public,Non-PSL,13.84,3.38,46.67,13.91
10015,Public,Non-PSL,8.27,-0.04,65.16,15.55
10656,,PSL,,-0.7,86.73,16.55
14953,Public,Non-PSL,9.81,1.87,79.2,14.08
14674,Private,Non-PSL,7.79,-0.4,79.59,16.63
14349,Private,Non-PSL,12.78,4.51,49.32,13.59
10245,Private,PSL,7.11,5.17,53.34,9.26
10586,Private,PSL,8.68,-1.45,56.09,15.16
14627,Public,PSL,9.32,3.95,56.64,15.22
11502,Public,Non-PSL,10.35,-1.2,84.22,20.02
11598,Foreign,Non-PSL,7.56,0.52,46.54,12.28
11702,Foreign,PSL,10.03,5.45,64.78,11.7
14776,Private,Non-PSL,12.79,2.65,76.93,17.52
10123,Foreign,Non-PSL,9.23,-1.44,84.53,15.44
11368,Private,PSL,13.36,-0.36,89.07,18.67
10563,Private,Non-PSL,7.95,0.64,44.55,11.25
13868,Public,Non-PSL,11.73,3.66,52.86,13.34
12705,Private,Non-PSL,12.39,-1.51,47.04,15.2
12658,Public,Non-PSL,12.95,4.69,40.39,13.31
10964,Private,PSL,9.73,5.72,57.7,10.33
12531,Public,Non-PSL,11.74,-1.15,49.59,19.26
10248,Public,PSL,13.77,6.64,79.37,16.56
13368,Public,PSL,8.89,5.9,82.3,13.84
11428,Public,Non-PSL,13.66,5.67,73.69,15.35
14424,Private,PSL,12.1,2.02,44.97,14.83
12903,Foreign,Non-PSL,7.0,0.69,41.95,12.76
10483,Private,Non-PSL,10.18,2.46,78.47,15.16
11499,Public,PSL,9.66,0.22,53.54,16.01
10181,Foreign,PSL,9.39,1.88,73.97,16.86
10249,Private,Non-PSL,13.75,2.57,89.21,16.45
11793,Public,Non-PSL,10.59,1.98,89.6,18.05
10274,Foreign,Non-PSL,13.39,5.8,44.43,12.03
12490,Foreign,Non-PSL,9.63,6.07,79.65,11.5
12573,Private,Non-PSL,9.25,-0.52,45.49,12.35
10422,Private,Non-PSL,12.53,1.09,62.41,13.91
10695,,PSL,,5.55,84.14,14.2
13865,Private,Non-PSL,7.74,-1.87,76.19,15.36
14139,Private,Non-PSL,11.66,2.81,74.34,15.27
11450,Public,Non-PSL,11.78,3.52,83.09,16.78
12211,Public,Non-PSL,12.28,2.56,70.84,18.06
10921,,Non-PSL,,-0.91,75.84,16.61
13702,Public,Non-PSL,11.75,6.28,75.6,13.95
13309,Public,Non-PSL,9.59,2.18,86.6,19.07
12677,Public,Non-PSL,9.57,5.49,54.72,12.28
12995,Public,Non-PSL,7.92,-0.83,59.18,16.13
12168,Public,Non-PSL,7.88,2.58,77.66,13.93
10770,Public,PSL,12.75,7.12,69.87,12.19
14477,Private,PSL,9.93,7.79,85.74,14.11
13130,Private,Non-PSL,12.87,0.34,50.12,15.36
13818,Public,PSL,12.76,1.57,64.42,18.32
14201,Private,PSL,12.95,7.46,63.41,14.33
14588,Public,Non-PSL,7.92,2.07,49.04,12.03
12503,Public,Non-PSL,11.01,-0.75,49.34,15.21
13199,Private,Non-PSL,7.72,3.77,57.26,12.56
11487,Private,Non-PSL,9.77,7.51,57.17,8.47
13779,Public,Non-PSL,11.6,5.73,79.53,15.8
14209,Public,Non-PSL,7.6,5.92,86.3,12.6
10517,Public,PSL,9.64,6.08,71.01,11.57
13647,,PSL,,2.4,75.96,14.74
12615,Private,Non-PSL,9.21,0.45,85.47,15.41
11088,Private,Non-PSL,8.17,0.06,68.0,16.27
12569,Public,Non-PSL,12.62,6.21,69.08,14.57
11346,Private,Non-PSL,9.98,-1.27,87.58,17.57
11526,Public,Non-PSL,8.8,7.99,77.82,12.24
12701,Public,Non-PSL,10.65,7.97,64.41,10.71
14738,Private,Non-PSL,9.44,-1.82,84.4,17.37
11649,,PSL,,4.86,40.83,11.66
14220,Foreign,PSL,8.77,-0.73,64.43,12.82
12210,Private,Non-PSL,13.38,5.95,51.63,12.41
14386,Private,Non-PSL,10.91,6.77,81.83,12.31
10929,Public,PSL,11.43,4.14,68.85,15.52
14755,Private,Non-PSL,13.03,0.22,61.99,14.79
10599,Foreign,Non-PSL,8.35,4.62,44.55,8.2
11630,Foreign,PSL,10.15,5.0,60.92,12.65
10624,Private,Non-PSL,10.39,5.6,85.14,12.15
13908,Private,Non-PSL,9.16,4.29,41.81,10.03
12961,Public,PSL,8.37,6.79,40.18,10.16
10416,Public,Non-PSL,10.14,1.86,81.28,17.06
12634,Foreign,Non-PSL,8.17,7.84,66.9,11.56
14652,Public,Non-PSL,12.02,-0.38,67.12,17.86
12242,Public,Non-PSL,7.24,7.06,42.65,9.79
13134,,Non-PSL,,1.74,60.6,15.16
14186,Foreign,Non-PSL,11.43,5.21,61.67,11.69
11189,Public,Non-PSL,9.11,-0.64,54.17,15.19
14578,Private,PSL,8.47,5.43,66.09,12.72
13492,Private,PSL,11.25,-0.65,48.37,15.02
11848,Private,Non-PSL,8.38,2.49,80.7,13.42
12736,Public,Non-PSL,12.5,4.34,63.4,15.04
14564,Private,PSL,7.34,3.34,81.38,14.02
14439,Public,Non-PSL,13.95,-1.99,72.76,20.75
12402,Public,Non-PSL,7.5,4.91,66.4,14.11
13584,,Non-PSL,,0.22,78.34,18.57
13178,Public,PSL,13.17,5.31,60.96,15.25
10839,Private,Non-PSL,11.06,4.04,72.54,13.79
14697,Private,Non-PSL,10.54,0.31,46.59,14.8
12984,Public,PSL,12.72,0.2,86.04,20.96
10533,Public,Non-PSL,13.98,4.92,87.66,16.86
10387,Foreign,PSL,8.97,2.46,46.52,11.99
11045,Private,PSL,13.2,5.0,58.42,15.37
11196,Public,Non-PSL,13.1,-0.44,53.26,16.04
10799,Private,PSL,11.88,7.64,78.18,14.68
13733,Public,Non-PSL,10.13,0.52,87.83,18.17
14860,Private,Non-PSL,13.21,-0.45,82.12,17.6
11552,Public,PSL,11.21,3.22,76.21,16.46
13501,Private,Non-PSL,9.01,2.24,51.3,13.2
12688,Public,Non-PSL,9.9,1.12,48.65,14.98
10510,Public,PSL,12.08,2.64,53.68,15.44
12545,Private,Non-PSL,7.62,-0.33,52.84,13.48
14268,Private,Non-PSL,7.43,0.8,43.04,13.11
11886,Public,Non-PSL,10.23,7.32,45.55,10.82
13317,Private,PSL,10.39,6.67,49.88,11.84
12197,Public,PSL,10.22,-0.69,80.28,19.76
12293,Public,PSL,8.45,-0.94,89.42,21.49
12906,Private,Non-PSL,7.38,7.92,69.81,9.05
13821,Public,Non-PSL,9.46,-1.16,48.78,15.46
11765,Private,Non-PSL,8.05,5.93,61.59,9.32
12381,Public,Non-PSL,12.76,2.31,55.65,17.03
10378,Private,Non-PSL,7.16,1.42,65.65,12.07
10135,Public,Non-PSL,13.6,7.64,41.97,9.95
14837,Private,Non-PSL,9.64,6.9,60.89,10.37
12286,Private,Non-PSL,8.94,3.04,78.26,13.47
10647,Public,Non-PSL,11.16,-1.73,84.57,21.62
14413,Private,Non-PSL,11.69,5.54,70.53,13.31
13464,Public,PSL,11.2,6.04,77.64,13.93
12196,Private,Non-PSL,10.13,3.42,62.48,14.18
11464,Private,Non-PSL,11.6,0.68,56.82,15.69
12012,Private,Non-PSL,7.44,6.06,56.46,11.82
14795,,Non-PSL,,3.14,50.53,12.02
11922,Private,PSL,7.02,-1.52,51.55,15.58
12796,Foreign,PSL,11.15,-1.99,87.62,19.6
12468,Foreign,PSL,7.28,4.51,46.83,10.17
13963,Public,Non-PSL,7.2,2.51,86.68,15.2
14863,Private,PSL,7.48,7.33,46.16,10.24
11104,Private,PSL,13.49,7.06,58.11,12.26
11955,Private,Non-PSL,13.99,6.19,81.61,17.42
14158,Public,PSL,12.96,4.05,70.34,18.63
14540,Private,PSL,7.61,3.93,56.35,13.39
13271,Private,PSL,8.77,1.42,48.39,13.34
13682,Foreign,Non-PSL,7.88,6.08,82.48,10.83
12646,Public,Non-PSL,9.52,4.89,60.55,12.77
14850,Public,PSL,7.76,3.04,59.97,13.37
12205,Private,PSL,12.18,7.34,43.42,10.12
13340,Private,Non-PSL,11.58,5.85,57.83,11.41
10353,Public,Non-PSL,11.61,0.88,45.34,13.85
10803,Public,Non-PSL,11.03,0.72,43.34,16.16
14871,Private,Non-PSL,9.67,0.86,49.71,15.2
14490,Foreign,PSL,10.95,1.63,56.42,15.72
11985,Public,PSL,7.93,6.43,59.59,12.91
11339,Public,Non-PSL,7.51,2.61,82.96,15.13
10449,Private,Non-PSL,9.63,3.45,63.8,13.08
14017,Public,PSL,13.2,-0.96,87.21,20.31
14885,Private,Non-PSL,7.77,-1.45,60.99,15.37
12559,Public,Non-PSL,7.54,3.29,84.07,14.89
12864,Public,PSL,11.07,4.27,60.03,15.01
14516,Public,Non-PSL,9.85,-0.11,48.51,15.19
10229,,Non-PSL,,-0.48,49.69,13.4
12511,Public,PSL,7.44,6.37,56.07,12.29
11764,Public,Non-PSL,10.42,0.85,52.43,13.06
10144,Private,Non-PSL,9.11,5.66,59.88,12.44
12925,Public,PSL,9.6,7.4,61.43,14.66
13179,Private,Non-PSL,12.7,-1.6,54.87,17.32
10976,Public,Non-PSL,8.84,7.52,62.41,12.23
10300,Public,PSL,7.6,-1.73,82.28,18.18
12534,Private,Non-PSL,7.1,3.0,55.67,11.64
14021,,PSL,,0.73,80.97,17.18
14301,Foreign,Non-PSL,7.56,0.65,47.77,12.97
10934,Private,PSL,10.68,7.88,78.76,13.57
11534,Foreign,PSL,8.91,-1.91,46.31,13.61
14677,Public,Non-PSL,7.33,7.48,49.28,7.25
10615,Public,Non-PSL,13.12,2.21,59.48,14.85
12403,Private,PSL,9.87,3.72,60.56,15.31
11476,Private,PSL,11.67,7.25,49.13,12.98
10056,Foreign,Non-PSL,13.45,4.58,63.86,14.32
13005,Private,Non-PSL,11.0,3.68,40.5,9.94
13725,Public,PSL,9.61,6.66,87.36,15.14
12496,Private,Non-PSL,10.45,-1.22,89.61,15.87
12572,Foreign,Non-PSL,13.34,3.42,80.57,15.34
14662,Foreign,PSL,11.23,0.55,79.45,17.22
