,muscle reading 1 sensor 1,muscle reading 1 sensor 2,muscle reading 1 sensor 3,muscle reading 1 sensor 4,muscle reading 1 sensor 5,muscle reading 1 sensor 6,muscle reading 1 sensor 7,muscle reading 1 sensor 8,muscle reading 2 sensor 1,muscle reading 2 sensor 2,muscle reading 2 sensor 3,muscle reading 2 sensor 4,muscle reading 2 sensor 5,muscle reading 2 sensor 6,muscle reading 2 sensor 7,muscle reading 2 sensor 8,muscle reading 3 sensor 1,muscle reading 3 sensor 2,muscle reading 3 sensor 3,muscle reading 3 sensor 4,muscle reading 3 sensor 5,muscle reading 3 sensor 6,muscle reading 3 sensor 7,muscle reading 3 sensor 8,muscle reading 4 sensor 1,muscle reading 4 sensor 2,muscle reading 4 sensor 3,muscle reading 4 sensor 4,muscle reading 4 sensor 5,muscle reading 4 sensor 6,muscle reading 4 sensor 7,muscle reading 4 sensor 8,muscle reading 5 sensor 1,muscle reading 5 sensor 2,muscle reading 5 sensor 3,muscle reading 5 sensor 4,muscle reading 5 sensor 5,muscle reading 5 sensor 6,muscle reading 5 sensor 7,muscle reading 5 sensor 8,muscle reading 6 sensor 1,muscle reading 6 sensor 2,muscle reading 6 sensor 3,muscle reading 6 sensor 4,muscle reading 6 sensor 5,muscle reading 6 sensor 6,muscle reading 6 sensor 7,muscle reading 6 sensor 8,muscle reading 7 sensor 1,muscle reading 7 sensor 2,muscle reading 7 sensor 3,muscle reading 7 sensor 4,muscle reading 7 sensor 5,muscle reading 7 sensor 6,muscle reading 7 sensor 7,muscle reading 7 sensor 8,muscle reading 8 sensor 1,muscle reading 8 sensor 2,muscle reading 8 sensor 3,muscle reading 8 sensor 4,muscle reading 8 sensor 5,muscle reading 8 sensor 6,muscle reading 8 sensor 7,muscle reading 8 sensor 8,gesture_class
536,8.0,2.0,-3.0,-8.0,4.0,6.0,11.0,22.0,-34.0,3.0,4.0,2.0,12.0,9.0,32.0,-1.0,9.0,4.0,3.0,15.0,-3.0,-5.0,25.0,37.0,-5.0,-11.0,-9.0,-27.0,-1.0,-15.0,-52.0,-41.0,4.0,6.0,10.0,13.0,1.0,18.0,10.0,17.0,1.0,-4.0,-6.0,-9.0,20.0,20.0,46.0,-13.0,-11.0,-2.0,1.0,-2.0,-5.0,-23.0,-15.0,5.0,-48.0,5.0,4.0,17.0,-3.0,20.0,47.0,9.0,0
537,90.0,-2.0,-3.0,-6.0,-8.0,-13.0,-46.0,7.0,-14.0,2.0,-3.0,-4.0,5.0,13.0,-33.0,-9.0,-57.0,-11.0,-6.0,-4.0,-4.0,-15.0,-69.0,-36.0,45.0,3.0,-6.0,-19.0,13.0,11.0,41.0,10.0,0.0,1.0,-1.0,-2.0,8.0,26.0,61.0,17.0,14.0,0.0,0.0,-3.0,0.0,4.0,4.0,6.0,-14.0,4.0,4.0,16.0,8.0,10.0,-14.0,-25.0,-19.0,-3.0,4.0,10.0,-16.0,-35.0,-43.0,-19.0,0
538,0.0,-5.0,-8.0,-24.0,-6.0,14.0,-18.0,-6.0,-6.0,1.0,3.0,9.0,7.0,14.0,-15.0,-12.0,10.0,3.0,-1.0,0.0,11.0,-10.0,46.0,9.0,-17.0,2.0,1.0,2.0,6.0,22.0,55.0,17.0,-3.0,-1.0,-2.0,2.0,3.0,-8.0,-21.0,2.0,5.0,3.0,3.0,5.0,-11.0,0.0,1.0,-30.0,-26.0,0.0,-3.0,-11.0,-1.0,-12.0,-49.0,-10.0,-6.0,-10.0,-7.0,-5.0,-13.0,-2.0,47.0,13.0,0
539,-9.0,1.0,2.0,6.0,11.0,5.0,-31.0,16.0,13.0,1.0,1.0,9.0,10.0,0.0,32.0,2.0,8.0,-1.0,1.0,-9.0,7.0,8.0,-6.0,2.0,-19.0,1.0,0.0,2.0,-3.0,-4.0,-7.0,3.0,20.0,-2.0,-3.0,-7.0,-5.0,2.0,-22.0,-7.0,-27.0,-4.0,1.0,-6.0,-7.0,-5.0,17.0,4.0,27.0,5.0,1.0,21.0,2.0,-3.0,-31.0,-5.0,23.0,-1.0,-7.0,-30.0,-4.0,4.0,26.0,2.0,0
540,-12.0,5.0,4.0,8.0,7.0,30.0,7.0,-12.0,20.0,-7.0,-6.0,-8.0,-10.0,-20.0,-70.0,-35.0,-45.0,-2.0,4.0,7.0,10.0,2.0,108.0,44.0,1.0,-4.0,0.0,1.0,12.0,-12.0,-20.0,-18.0,17.0,1.0,-1.0,-10.0,-22.0,0.0,6.0,34.0,12.0,2.0,-4.0,-4.0,9.0,14.0,-1.0,4.0,-11.0,-3.0,0.0,-3.0,-12.0,-8.0,-36.0,-15.0,-80.0,2.0,3.0,13.0,-5.0,-9.0,-19.0,-16.0,0
541,111.0,-2.0,-7.0,-8.0,3.0,0.0,-85.0,-6.0,-24.0,-3.0,-1.0,-1.0,8.0,40.0,89.0,35.0,-26.0,-6.0,-5.0,-3.0,-9.0,-2.0,-42.0,9.0,8.0,0.0,2.0,12.0,13.0,15.0,11.0,12.0,-71.0,5.0,6.0,7.0,-1.0,-21.0,-18.0,-25.0,39.0,-3.0,-7.0,-9.0,19.0,1.0,-61.0,0.0,11.0,-7.0,-7.0,-7.0,-24.0,10.0,-63.0,-57.0,12.0,4.0,1.0,-1.0,10.0,14.0,81.0,61.0,0
542,-27.0,-5.0,1.0,4.0,8.0,2.0,45.0,-5.0,7.0,0.0,2.0,4.0,-6.0,-12.0,22.0,5.0,-1.0,-3.0,-1.0,4.0,1.0,-10.0,14.0,-9.0,-6.0,-2.0,-5.0,-10.0,19.0,6.0,-88.0,-9.0,-2.0,3.0,1.0,0.0,-14.0,-4.0,54.0,-12.0,-40.0,5.0,-2.0,6.0,-20.0,-6.0,6.0,-9.0,57.0,-9.0,-7.0,-20.0,29.0,9.0,-16.0,14.0,41.0,-5.0,-1.0,2.0,-18.0,-4.0,-100.0,-36.0,0
543,-5.0,-1.0,-1.0,-4.0,3.0,23.0,107.0,48.0,-27.0,5.0,4.0,1.0,14.0,4.0,-26.0,-4.0,25.0,5.0,5.0,2.0,-10.0,-21.0,9.0,6.0,-9.0,-4.0,-3.0,11.0,4.0,-6.0,-44.0,-36.0,2.0,-8.0,-3.0,-2.0,-16.0,-27.0,-22.0,-2.0,-12.0,4.0,-7.0,-16.0,17.0,8.0,-10.0,8.0,-29.0,1.0,1.0,-3.0,-4.0,-5.0,50.0,-1.0,-20.0,-1.0,1.0,-1.0,8.0,22.0,-1.0,19.0,0
544,31.0,2.0,1.0,11.0,-12.0,-16.0,-30.0,-15.0,-18.0,-6.0,1.0,3.0,-1.0,-16.0,-5.0,-35.0,-26.0,-2.0,-3.0,-3.0,-6.0,5.0,38.0,53.0,25.0,2.0,-1.0,-3.0,18.0,10.0,42.0,-25.0,-23.0,-3.0,-11.0,-20.0,9.0,21.0,-35.0,-9.0,6.0,0.0,5.0,3.0,-9.0,13.0,-44.0,0.0,-8.0,8.0,6.0,10.0,5.0,-14.0,-1.0,-18.0,-19.0,-3.0,2.0,2.0,-20.0,-16.0,34.0,-9.0,0
545,-41.0,-6.0,-2.0,-11.0,14.0,3.0,12.0,22.0,45.0,-4.0,-6.0,-2.0,-2.0,-2.0,-13.0,0.0,-29.0,1.0,0.0,0.0,-9.0,7.0,-2.0,-6.0,46.0,-2.0,2.0,3.0,9.0,-13.0,-82.0,2.0,4.0,7.0,4.0,11.0,10.0,26.0,57.0,-20.0,-62.0,2.0,-2.0,-4.0,-11.0,-16.0,67.0,7.0,104.0,-3.0,-3.0,4.0,11.0,13.0,6.0,10.0,-16.0,0.0,-2.0,-5.0,-5.0,1.0,5.0,16.0,0
546,-8.0,0.0,6.0,16.0,-19.0,-18.0,-76.0,-28.0,3.0,-7.0,-13.0,-40.0,34.0,-2.0,-42.0,-14.0,-16.0,3.0,2.0,2.0,-9.0,19.0,75.0,22.0,-7.0,-2.0,-4.0,1.0,-6.0,29.0,29.0,10.0,21.0,4.0,1.0,13.0,21.0,-19.0,-6.0,3.0,12.0,-5.0,-3.0,-11.0,-26.0,-22.0,-35.0,-6.0,-36.0,4.0,0.0,-1.0,1.0,-21.0,-118.0,-58.0,14.0,0.0,5.0,6.0,16.0,29.0,118.0,40.0,0
547,-74.0,0.0,4.0,0.0,7.0,14.0,13.0,13.0,57.0,1.0,-1.0,3.0,1.0,25.0,10.0,25.0,-15.0,-8.0,-7.0,-13.0,8.0,-1.0,-74.0,-18.0,-19.0,-2.0,0.0,5.0,-25.0,-16.0,-3.0,-14.0,10.0,1.0,2.0,2.0,10.0,-19.0,-31.0,-25.0,-5.0,-5.0,-6.0,-8.0,5.0,41.0,-55.0,-12.0,-3.0,-4.0,-1.0,8.0,-5.0,-7.0,78.0,23.0,-18.0,3.0,2.0,-1.0,12.0,6.0,16.0,-14.0,0
548,12.0,-2.0,0.0,4.0,-11.0,-12.0,-107.0,-25.0,20.0,3.0,3.0,3.0,-7.0,-1.0,122.0,49.0,-8.0,-5.0,-1.0,-1.0,4.0,-4.0,9.0,-10.0,-28.0,1.0,-2.0,3.0,15.0,25.0,-5.0,29.0,45.0,-2.0,-3.0,-4.0,-19.0,-6.0,-21.0,-11.0,-55.0,1.0,2.0,12.0,14.0,-20.0,-113.0,-26.0,68.0,3.0,3.0,5.0,-8.0,5.0,44.0,3.0,-17.0,-1.0,9.0,24.0,-1.0,-50.0,-45.0,16.0,0
549,-12.0,-4.0,-18.0,-59.0,-2.0,28.0,5.0,-22.0,11.0,4.0,7.0,15.0,-5.0,14.0,73.0,50.0,-34.0,4.0,5.0,2.0,3.0,-9.0,-89.0,-18.0,14.0,-4.0,-8.0,-3.0,-2.0,7.0,1.0,10.0,19.0,-6.0,-2.0,11.0,1.0,-25.0,-60.0,-5.0,-4.0,-4.0,1.0,0.0,-12.0,-22.0,3.0,-20.0,-11.0,4.0,0.0,-5.0,22.0,5.0,34.0,31.0,19.0,1.0,1.0,-1.0,-5.0,9.0,-42.0,-32.0,0
550,-21.0,3.0,4.0,12.0,-7.0,-10.0,39.0,43.0,-6.0,-2.0,-4.0,-8.0,13.0,0.0,-12.0,-16.0,-43.0,-5.0,-1.0,17.0,-11.0,2.0,18.0,-4.0,53.0,-4.0,-2.0,-24.0,11.0,-6.0,-25.0,-2.0,-18.0,0.0,-6.0,-2.0,-22.0,17.0,70.0,-5.0,-11.0,-9.0,-4.0,3.0,11.0,-24.0,-76.0,-4.0,-1.0,4.0,2.0,-16.0,-2.0,10.0,81.0,-7.0,-32.0,2.0,3.0,7.0,5.0,3.0,11.0,-2.0,0
551,4.0,-1.0,1.0,-5.0,4.0,23.0,26.0,21.0,7.0,-8.0,-4.0,8.0,4.0,-6.0,-62.0,-37.0,-22.0,-2.0,0.0,-1.0,-3.0,-15.0,-56.0,-23.0,-25.0,-2.0,-7.0,-17.0,-9.0,-11.0,-4.0,-25.0,22.0,6.0,8.0,9.0,10.0,0.0,31.0,37.0,-16.0,1.0,2.0,6.0,-1.0,28.0,-5.0,-7.0,23.0,-1.0,-3.0,-9.0,6.0,7.0,15.0,9.0,0.0,1.0,1.0,8.0,3.0,9.0,-2.0,13.0,0
552,4.0,-3.0,1.0,13.0,2.0,-7.0,-16.0,-27.0,-18.0,-4.0,-4.0,-11.0,-6.0,-19.0,15.0,-14.0,-34.0,2.0,-2.0,-21.0,2.0,24.0,-103.0,-13.0,51.0,-4.0,-5.0,-6.0,-3.0,3.0,87.0,23.0,-39.0,-5.0,0.0,5.0,3.0,1.0,28.0,-7.0,38.0,0.0,-1.0,3.0,5.0,4.0,15.0,21.0,-23.0,-3.0,-2.0,9.0,-8.0,-3.0,-22.0,-7.0,-4.0,3.0,-3.0,-5.0,8.0,-16.0,-52.0,-9.0,0
553,-15.0,-6.0,-6.0,-14.0,-14.0,-11.0,-27.0,-21.0,-15.0,3.0,6.0,11.0,12.0,-4.0,31.0,-10.0,48.0,-2.0,-4.0,-3.0,1.0,6.0,-20.0,3.0,-29.0,1.0,1.0,3.0,8.0,8.0,9.0,-6.0,-5.0,-2.0,-3.0,4.0,3.0,-3.0,10.0,15.0,46.0,-1.0,2.0,4.0,-6.0,-7.0,-24.0,-5.0,-16.0,-6.0,1.0,3.0,2.0,1.0,10.0,3.0,-5.0,0.0,-2.0,-9.0,14.0,2.0,-7.0,-17.0,0
554,-2.0,1.0,-6.0,-12.0,-8.0,12.0,59.0,30.0,21.0,1.0,-1.0,-3.0,-10.0,4.0,-63.0,-18.0,-10.0,-1.0,2.0,10.0,7.0,5.0,50.0,-2.0,6.0,-1.0,2.0,4.0,-3.0,3.0,10.0,2.0,-20.0,1.0,3.0,4.0,11.0,3.0,-29.0,-7.0,3.0,-1.0,4.0,13.0,-13.0,-24.0,-58.0,7.0,63.0,-4.0,-15.0,-28.0,-8.0,-10.0,11.0,-14.0,-12.0,-1.0,1.0,4.0,12.0,41.0,56.0,2.0,0
555,6.0,4.0,3.0,-2.0,16.0,12.0,30.0,16.0,-8.0,1.0,3.0,5.0,-12.0,-1.0,33.0,17.0,-17.0,-1.0,4.0,10.0,1.0,-7.0,-35.0,-5.0,6.0,-2.0,-1.0,-7.0,-10.0,-26.0,-56.0,-7.0,14.0,-5.0,-2.0,1.0,1.0,-7.0,-15.0,-11.0,-10.0,0.0,-2.0,14.0,-11.0,-13.0,26.0,11.0,-24.0,-6.0,-14.0,-29.0,17.0,3.0,-90.0,-55.0,20.0,-7.0,-4.0,-2.0,-29.0,-17.0,55.0,26.0,0
556,10.0,6.0,6.0,7.0,27.0,33.0,52.0,43.0,1.0,0.0,-3.0,5.0,6.0,28.0,-15.0,2.0,-11.0,3.0,2.0,12.0,6.0,-11.0,-2.0,8.0,-14.0,-3.0,-1.0,-5.0,-5.0,-15.0,-74.0,-17.0,7.0,-1.0,2.0,2.0,-12.0,-19.0,-48.0,-19.0,4.0,-1.0,-2.0,-11.0,10.0,1.0,36.0,3.0,-6.0,1.0,8.0,25.0,-6.0,2.0,25.0,16.0,-78.0,1.0,-12.0,-32.0,2.0,5.0,-27.0,1.0,0
557,82.0,-6.0,0.0,3.0,-23.0,-18.0,-100.0,-29.0,-3.0,9.0,4.0,-9.0,24.0,29.0,103.0,8.0,-2.0,2.0,4.0,10.0,10.0,17.0,29.0,27.0,-6.0,6.0,7.0,21.0,8.0,20.0,14.0,9.0,-30.0,-2.0,-4.0,-7.0,1.0,-6.0,-26.0,-16.0,-2.0,-6.0,-4.0,-8.0,-19.0,-28.0,-51.0,-17.0,5.0,1.0,2.0,1.0,-7.0,-9.0,8.0,6.0,14.0,0.0,1.0,10.0,11.0,-7.0,2.0,-4.0,0
558,-13.0,-6.0,-10.0,-16.0,17.0,-1.0,-10.0,-9.0,-8.0,-5.0,-8.0,-17.0,-23.0,13.0,-9.0,0.0,-17.0,-1.0,-2.0,-2.0,-6.0,-22.0,11.0,21.0,27.0,4.0,-1.0,-3.0,9.0,14.0,-40.0,-7.0,1.0,3.0,5.0,11.0,5.0,31.0,57.0,-9.0,-21.0,3.0,5.0,3.0,7.0,8.0,48.0,12.0,-14.0,-2.0,-5.0,-8.0,5.0,15.0,7.0,-7.0,10.0,-2.0,-1.0,2.0,-9.0,-18.0,-28.0,-2.0,0
559,-6.0,1.0,-2.0,1.0,-5.0,-18.0,-22.0,4.0,-3.0,-6.0,-3.0,0.0,8.0,2.0,-3.0,-4.0,5.0,-1.0,3.0,3.0,5.0,-1.0,-5.0,-2.0,5.0,-3.0,-4.0,-11.0,0.0,11.0,1.0,2.0,-22.0,-1.0,-2.0,-3.0,-26.0,-5.0,14.0,5.0,-4.0,-3.0,-4.0,0.0,22.0,-11.0,-62.0,-25.0,-15.0,1.0,0.0,7.0,3.0,-8.0,-7.0,-22.0,1.0,7.0,10.0,15.0,21.0,23.0,74.0,30.0,0
560,40.0,-2.0,-2.0,-3.0,3.0,18.0,12.0,1.0,-13.0,3.0,3.0,-2.0,-14.0,-10.0,-17.0,15.0,0.0,-5.0,-3.0,4.0,-3.0,-8.0,-22.0,-20.0,-14.0,-5.0,-7.0,-18.0,-7.0,-11.0,-24.0,-20.0,-23.0,1.0,2.0,9.0,-1.0,-11.0,4.0,5.0,25.0,-2.0,-6.0,-10.0,11.0,3.0,-20.0,-5.0,-5.0,1.0,1.0,-9.0,-27.0,11.0,11.0,15.0,-2.0,-3.0,-4.0,-7.0,3.0,-2.0,-59.0,-10.0,0
561,-7.0,1.0,2.0,3.0,-6.0,-9.0,-31.0,3.0,20.0,3.0,3.0,15.0,14.0,23.0,98.0,10.0,-19.0,1.0,2.0,-6.0,15.0,30.0,88.0,9.0,42.0,-3.0,-1.0,6.0,1.0,11.0,17.0,7.0,-12.0,-1.0,-4.0,-1.0,5.0,-12.0,-55.0,-24.0,-4.0,-3.0,-2.0,-2.0,-19.0,-27.0,-52.0,-12.0,3.0,4.0,4.0,-3.0,-2.0,-9.0,1.0,-15.0,-66.0,-6.0,-5.0,2.0,6.0,1.0,-29.0,19.0,0
562,86.0,-2.0,-5.0,-9.0,-6.0,-18.0,-69.0,0.0,-32.0,-6.0,-5.0,-5.0,-16.0,-2.0,37.0,4.0,39.0,3.0,2.0,1.0,8.0,27.0,39.0,21.0,-12.0,2.0,4.0,3.0,20.0,39.0,85.0,1.0,-16.0,1.0,0.0,5.0,11.0,-9.0,36.0,1.0,-8.0,1.0,6.0,9.0,-15.0,-11.0,-19.0,3.0,-3.0,-5.0,-9.0,-6.0,-12.0,-9.0,-78.0,-17.0,17.0,-1.0,-4.0,6.0,5.0,-21.0,-29.0,3.0,0
563,-63.0,-4.0,-2.0,-17.0,-10.0,29.0,18.0,-4.0,41.0,7.0,-2.0,-4.0,2.0,-15.0,-25.0,4.0,31.0,-4.0,2.0,11.0,9.0,-1.0,-15.0,-8.0,5.0,1.0,5.0,17.0,7.0,0.0,-6.0,33.0,-48.0,5.0,-1.0,-8.0,6.0,-2.0,19.0,10.0,65.0,-2.0,-7.0,-7.0,-12.0,5.0,26.0,19.0,-3.0,-2.0,0.0,-1.0,7.0,8.0,-38.0,-11.0,0.0,5.0,5.0,0.0,-16.0,-14.0,-48.0,-28.0,0
564,4.0,1.0,6.0,20.0,18.0,5.0,71.0,14.0,-27.0,-4.0,0.0,-14.0,1.0,-3.0,-16.0,-7.0,-37.0,2.0,-1.0,-2.0,-3.0,11.0,-11.0,6.0,77.0,-1.0,-1.0,3.0,-10.0,1.0,-40.0,-12.0,-47.0,-1.0,-3.0,-4.0,0.0,-4.0,17.0,-4.0,23.0,3.0,0.0,-11.0,4.0,12.0,-8.0,14.0,-6.0,0.0,-1.0,3.0,10.0,-10.0,-25.0,-18.0,-33.0,0.0,-1.0,-6.0,-4.0,-10.0,4.0,-7.0,0
565,81.0,0.0,-9.0,-13.0,19.0,-3.0,-35.0,31.0,-18.0,-3.0,-4.0,-2.0,-5.0,15.0,9.0,-10.0,12.0,3.0,-3.0,-10.0,-2.0,-13.0,-30.0,8.0,-20.0,-2.0,0.0,-2.0,-17.0,-11.0,-17.0,-21.0,-11.0,2.0,3.0,4.0,3.0,19.0,31.0,-9.0,-31.0,-2.0,0.0,3.0,-1.0,-12.0,-20.0,-2.0,54.0,-7.0,-1.0,0.0,11.0,-13.0,-47.0,-7.0,-20.0,2.0,1.0,5.0,1.0,10.0,86.0,11.0,0
566,1.0,-6.0,-6.0,-8.0,4.0,-12.0,-2.0,16.0,8.0,-4.0,-6.0,-6.0,3.0,-9.0,11.0,-31.0,-19.0,-1.0,0.0,-6.0,-7.0,15.0,-51.0,-4.0,-16.0,-5.0,1.0,2.0,11.0,5.0,-10.0,24.0,-13.0,2.0,4.0,3.0,-12.0,-11.0,-15.0,-1.0,8.0,3.0,0.0,-3.0,13.0,-6.0,17.0,14.0,-40.0,-2.0,-2.0,1.0,-3.0,-7.0,24.0,6.0,81.0,1.0,-3.0,6.0,5.0,17.0,-12.0,-11.0,0
567,-13.0,-3.0,-1.0,-7.0,-15.0,-2.0,36.0,2.0,-9.0,-8.0,-6.0,-16.0,20.0,16.0,-27.0,-10.0,-11.0,2.0,2.0,11.0,-8.0,0.0,-2.0,-12.0,-12.0,-4.0,-6.0,-14.0,-4.0,-14.0,-8.0,-6.0,35.0,3.0,2.0,8.0,11.0,8.0,-16.0,8.0,-28.0,-3.0,0.0,8.0,-13.0,-23.0,-69.0,-3.0,28.0,0.0,-3.0,-7.0,12.0,27.0,96.0,-10.0,-23.0,0.0,3.0,-2.0,0.0,7.0,17.0,-4.0,0
568,-2.0,-1.0,2.0,9.0,9.0,10.0,0.0,8.0,-7.0,2.0,2.0,-4.0,-13.0,-12.0,22.0,-14.0,-2.0,-5.0,-1.0,5.0,19.0,11.0,-48.0,33.0,-1.0,-2.0,1.0,3.0,-8.0,-15.0,-33.0,-12.0,-13.0,-2.0,-4.0,-8.0,13.0,18.0,-14.0,-2.0,4.0,-8.0,-4.0,5.0,-6.0,3.0,62.0,-10.0,-12.0,0.0,0.0,-1.0,-15.0,-22.0,-15.0,-23.0,-39.0,-2.0,1.0,-1.0,27.0,1.0,25.0,13.0,0
569,14.0,1.0,0.0,4.0,-10.0,31.0,1.0,17.0,22.0,4.0,0.0,-10.0,0.0,16.0,-9.0,10.0,5.0,-2.0,-2.0,-4.0,-10.0,-5.0,-16.0,-16.0,-30.0,3.0,-1.0,3.0,3.0,-2.0,-30.0,-2.0,-22.0,4.0,9.0,9.0,-8.0,-30.0,5.0,-12.0,-11.0,-17.0,-7.0,-3.0,-5.0,-9.0,-97.0,-22.0,0.0,3.0,-9.0,-29.0,8.0,22.0,100.0,27.0,12.0,4.0,1.0,6.0,-2.0,3.0,-59.0,-18.0,0
570,-16.0,-3.0,-3.0,-1.0,4.0,6.0,45.0,5.0,30.0,6.0,5.0,10.0,1.0,-2.0,20.0,17.0,-4.0,-4.0,1.0,3.0,-8.0,-20.0,-75.0,-7.0,1.0,-1.0,-1.0,-3.0,-2.0,1.0,-4.0,-11.0,-35.0,-8.0,-6.0,3.0,-12.0,-31.0,-48.0,-44.0,56.0,-1.0,-7.0,-28.0,21.0,21.0,80.0,44.0,-57.0,0.0,1.0,9.0,-5.0,33.0,-9.0,-9.0,63.0,5.0,4.0,2.0,-9.0,-6.0,5.0,2.0,0
571,-1.0,2.0,-2.0,0.0,0.0,-3.0,-26.0,-14.0,-8.0,6.0,6.0,2.0,-6.0,-13.0,28.0,-1.0,-7.0,-1.0,4.0,13.0,17.0,-12.0,-17.0,-1.0,-19.0,-3.0,-5.0,-16.0,-26.0,-6.0,-19.0,-10.0,28.0,-3.0,-3.0,-12.0,11.0,-17.0,-82.0,-6.0,-14.0,-1.0,1.0,11.0,8.0,21.0,88.0,11.0,27.0,3.0,2.0,13.0,5.0,15.0,8.0,10.0,-39.0,6.0,3.0,4.0,-6.0,-10.0,0.0,7.0,0
572,43.0,-3.0,-1.0,-1.0,19.0,32.0,12.0,8.0,-21.0,0.0,0.0,9.0,-19.0,-8.0,-41.0,-16.0,8.0,-3.0,-5.0,-15.0,-3.0,-2.0,-64.0,-11.0,-4.0,-8.0,-8.0,-17.0,-7.0,-7.0,-10.0,-6.0,-11.0,2.0,2.0,-2.0,0.0,-4.0,84.0,25.0,-25.0,0.0,1.0,8.0,4.0,1.0,-24.0,-1.0,-18.0,-7.0,-1.0,1.0,-15.0,-31.0,6.0,-25.0,37.0,-3.0,-3.0,-7.0,5.0,6.0,-128.0,-37.0,0
573,6.0,3.0,-2.0,-13.0,2.0,28.0,117.0,52.0,-13.0,0.0,2.0,6.0,18.0,9.0,-15.0,7.0,-4.0,0.0,4.0,9.0,1.0,-23.0,-11.0,10.0,-34.0,0.0,-2.0,-8.0,-6.0,-10.0,-25.0,-19.0,33.0,0.0,3.0,7.0,-6.0,-20.0,-49.0,-35.0,31.0,3.0,0.0,3.0,-6.0,-2.0,1.0,9.0,8.0,-4.0,0.0,1.0,9.0,-8.0,-25.0,-11.0,17.0,1.0,2.0,2.0,-20.0,3.0,53.0,13.0,0
574,-32.0,-2.0,-2.0,-2.0,19.0,22.0,-14.0,-4.0,-20.0,1.0,-2.0,-7.0,-7.0,-1.0,0.0,-3.0,58.0,-1.0,1.0,5.0,-16.0,-8.0,26.0,19.0,-15.0,2.0,-2.0,-5.0,16.0,25.0,55.0,6.0,-29.0,1.0,2.0,6.0,-5.0,-7.0,-38.0,-8.0,24.0,3.0,0.0,-1.0,2.0,0.0,13.0,0.0,-34.0,-6.0,-4.0,-10.0,-4.0,3.0,-85.0,-20.0,1.0,2.0,6.0,17.0,14.0,-16.0,92.0,52.0,0
575,-33.0,0.0,-3.0,-14.0,16.0,21.0,-27.0,-27.0,26.0,2.0,4.0,1.0,-16.0,-4.0,44.0,10.0,8.0,-1.0,-2.0,-1.0,3.0,14.0,-19.0,-32.0,-2.0,-4.0,-2.0,8.0,-11.0,-44.0,-66.0,-10.0,1.0,-1.0,-1.0,-7.0,17.0,35.0,37.0,19.0,-7.0,-2.0,-6.0,-3.0,-16.0,-22.0,-8.0,0.0,-10.0,2.0,-4.0,1.0,3.0,6.0,1.0,1.0,-37.0,0.0,6.0,6.0,9.0,-1.0,-13.0,-15.0,0
576,35.0,-2.0,-3.0,-5.0,-15.0,-36.0,16.0,1.0,48.0,-3.0,2.0,-6.0,6.0,38.0,8.0,14.0,3.0,3.0,5.0,6.0,4.0,-3.0,-39.0,-4.0,-18.0,-5.0,-8.0,-11.0,-9.0,-4.0,25.0,4.0,-8.0,-2.0,-2.0,2.0,6.0,-11.0,7.0,-15.0,-31.0,-1.0,0.0,-1.0,0.0,7.0,1.0,-10.0,7.0,1.0,-2.0,-4.0,6.0,-7.0,15.0,24.0,33.0,1.0,4.0,5.0,-4.0,14.0,-18.0,-9.0,0
577,-44.0,3.0,1.0,3.0,-12.0,-1.0,-9.0,3.0,43.0,-10.0,-5.0,-3.0,-4.0,-10.0,-31.0,8.0,-22.0,4.0,5.0,3.0,7.0,2.0,9.0,-9.0,12.0,-3.0,-4.0,0.0,13.0,18.0,-34.0,-9.0,5.0,1.0,-4.0,-5.0,2.0,-3.0,55.0,17.0,-32.0,4.0,-1.0,-6.0,-12.0,7.0,10.0,0.0,16.0,-5.0,-4.0,-7.0,3.0,5.0,20.0,7.0,-7.0,0.0,-3.0,-6.0,3.0,-14.0,-17.0,-17.0,0
578,12.0,-1.0,2.0,8.0,0.0,-11.0,-27.0,-13.0,-84.0,2.0,4.0,23.0,7.0,-21.0,-15.0,3.0,78.0,-2.0,-6.0,-34.0,-15.0,11.0,10.0,-1.0,31.0,-3.0,-3.0,3.0,10.0,6.0,48.0,29.0,-8.0,-1.0,2.0,10.0,-5.0,8.0,-21.0,7.0,-13.0,2.0,1.0,-7.0,8.0,-1.0,-27.0,-23.0,-43.0,-2.0,0.0,8.0,-14.0,-12.0,7.0,-1.0,4.0,-2.0,-3.0,-3.0,-9.0,-21.0,-11.0,-5.0,0
579,10.0,-5.0,-4.0,-5.0,25.0,9.0,-36.0,-18.0,11.0,1.0,6.0,7.0,-7.0,36.0,63.0,28.0,-17.0,-2.0,-6.0,-3.0,9.0,4.0,-11.0,11.0,8.0,-3.0,0.0,-4.0,-8.0,-3.0,-4.0,-3.0,-6.0,-2.0,0.0,3.0,-4.0,-15.0,35.0,18.0,-9.0,-3.0,-3.0,-5.0,8.0,-3.0,-40.0,-25.0,12.0,3.0,3.0,19.0,13.0,-7.0,13.0,14.0,-48.0,-2.0,-7.0,-24.0,-9.0,10.0,51.0,-13.0,0
