Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total,Date
FD1732,11.09,Regular,0.036,Seafood,110.69,OUT001,1987,High,Tier 2,Supermarket Type1,2357.24,03/02/2020 6:23:52
FD4926,9.2,Low Sugar,0.061,Snack Foods,110.7,OUT002,1998,Small,Tier 3,Food Mart,1929.27,03/02/2020 6:23:52
FD7998,8.18,Regular,0.065,Canned,110.71,OUT002,1998,Small,Tier 3,Food Mart,1700.16,03/02/2020 6:23:52
FD8244,9.98,Regular,0.129,Snack Foods,110.72,OUT002,1998,Small,Tier 3,Food Mart,2106.32,03/02/2020 6:23:52
FD4110,12.11,Low Sugar,0.051,Baking Goods,110.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,2587.29,03/02/2020 6:23:52
FD6779,10.37,Low Sugar,0.061,Fruits and Vegetables,110.76,OUT002,1998,Small,Tier 3,Food Mart,2195.72,03/02/2020 6:23:52
FD4658,14.39,Regular,0.043,Meat,110.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3103.47,03/02/2020 6:23:52
DR8561,11.13,Regular,0.035,Soft Drinks,110.81,OUT001,1987,High,Tier 2,Supermarket Type1,2366.89,03/02/2020 6:23:52
DR5537,10.95,Low Sugar,0.061,Soft Drinks,110.82,OUT001,1987,High,Tier 2,Supermarket Type1,2327.71,03/02/2020 6:23:52
FD4751,12.63,Regular,0.046,Canned,110.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,2706.22,03/02/2020 6:23:52
FD5600,12.58,Regular,0.174,Frozen Foods,110.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,2696.92,03/02/2020 6:23:52
FD1338,8.55,Low Sugar,0.092,Snack Foods,110.85,OUT002,1998,Small,Tier 3,Food Mart,1786.19,03/02/2020 6:23:52
FD3655,7.04,Regular,0.025,Starchy Foods,110.88,OUT002,1998,Small,Tier 3,Food Mart,1445.88,03/02/2020 6:23:52
FD2186,13.87,Regular,0.109,Canned,110.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,2988.39,03/02/2020 6:23:52
FD5069,13.47,Regular,0.023,Dairy,110.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,2899.38,03/02/2020 6:23:52
FD3310,15.38,reg,0.096,Snack Foods,110.93,OUT004,2009,Medium,Tier 2,Supermarket Type2,3330.47,03/02/2020 6:23:52
NC7233,10.43,No Sugar,0.071,Household,110.95,OUT002,1998,Small,Tier 3,Food Mart,2213.07,03/02/2020 6:23:52
FD1085,11.33,Regular,0.026,Snack Foods,110.96,OUT001,1987,High,Tier 2,Supermarket Type1,2416.29,03/02/2020 6:23:52
DR5445,14.53,Low Sugar,0.013,Soft Drinks,110.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,3139.43,03/02/2020 6:23:52
FD4856,8.62,Low Sugar,0.016,Frozen Foods,110.99,OUT002,1998,Small,Tier 3,Food Mart,1805.06,03/02/2020 6:23:52
FD1466,13.21,Low Sugar,0.138,Fruits and Vegetables,110.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,2842.79,03/02/2020 6:23:52
FD3080,11.09,Low Sugar,0.076,Breads,111.05,OUT001,1987,High,Tier 2,Supermarket Type1,2363.7,03/02/2020 6:23:52
FD7969,12.38,Low Sugar,0.069,Fruits and Vegetables,111.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,2655.19,03/02/2020 6:23:52
FD4068,10.31,Low Sugar,0.054,Frozen Foods,111.08,OUT002,1998,Small,Tier 3,Food Mart,2188.81,03/02/2020 6:23:52
FD3510,10.72,Low Sugar,0.068,Snack Foods,111.08,OUT002,1998,Small,Tier 3,Food Mart,2281.16,03/02/2020 6:23:52
NC1661,7.69,No Sugar,0.025,Household,111.11,OUT002,1998,Small,Tier 3,Food Mart,1597.6,03/02/2020 6:23:52
DR4163,13.32,Low Sugar,0.046,Soft Drinks,111.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,2868.74,03/02/2020 6:23:52
FD8285,10.01,Regular,0.053,Dairy,111.14,OUT002,1998,Small,Tier 3,Food Mart,2122.44,03/02/2020 6:23:52
FD5654,14,Low Sugar,0.058,Canned,111.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,3024.45,03/02/2020 6:23:52
NC8145,11.37,No Sugar,0.133,Household,111.2,OUT001,1987,High,Tier 2,Supermarket Type1,2431.34,03/02/2020 6:23:52
FD69,11.36,Low Sugar,0.103,Dairy,111.23,OUT001,1987,High,Tier 2,Supermarket Type1,4986.34,03/02/2020 6:23:52
FD203,9.35,Regular,0.126,Breads,111.24,OUT001,1987,High,Tier 2,Supermarket Type1,2778.51,03/02/2020 6:23:52
FD4462,9.5,Low Sugar,0.01,Snack Foods,111.24,OUT002,1998,Small,Tier 3,Food Mart,2008.6,03/02/2020 6:23:52
FD3432,8.7,Regular,0.028,Fruits and Vegetables,111.26,OUT002,1998,Small,Tier 3,Food Mart,1827.76,03/02/2020 6:23:52
FD7195,16.79,Low Sugar,0.013,Snack Foods,111.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,3656.74,03/02/2020 6:23:52
FD8391,12.18,Low Sugar,0.102,Snack Foods,111.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,2614.19,03/02/2020 6:23:52
FD2549,12.09,Low Sugar,0.018,Snack Foods,111.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,2596.93,03/02/2020 6:23:52
FD1507,11.08,Low Sugar,0.066,Fruits and Vegetables,111.41,OUT001,1987,High,Tier 2,Supermarket Type1,2368.32,03/02/2020 6:23:52
FD6283,11.86,Regular,0.123,Snack Foods,111.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,2544.74,03/02/2020 6:23:52
NC6376,10.23,No Sugar,0.011,Health and Hygiene,111.45,OUT002,1998,Small,Tier 3,Food Mart,2177.77,03/02/2020 6:23:52
FD696,10.83,Low Sugar,0.174,Canned,111.45,OUT001,1987,High,Tier 2,Supermarket Type1,2314.46,03/02/2020 6:23:52
FD1831,12.62,Low Sugar,0.086,Canned,111.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,2717.67,03/02/2020 6:23:52
FD8404,16.52,Regular,0.121,Snack Foods,111.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3599.12,03/02/2020 6:23:52
NC2391,12.9,No Sugar,0.076,Household,111.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,2783.42,03/02/2020 6:23:52
NC5950,9.8,No Sugar,0.096,Household,111.52,OUT002,1998,Small,Tier 3,Food Mart,2082.24,03/02/2020 6:23:52
FD6541,12.33,Regular,0.16,Meat,111.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,2653.7,03/02/2020 6:23:52
FD6966,11.81,Low Sugar,0.058,Breads,111.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,2537.41,03/02/2020 6:23:52
FD4206,9.89,Low Sugar,0.049,Meat,111.6,OUT002,1998,Small,Tier 3,Food Mart,2104.16,03/02/2020 6:23:52
FD1118,9.35,Low Sugar,0.064,Fruits and Vegetables,111.63,OUT002,1998,Small,Tier 3,Food Mart,1982.48,03/02/2020 6:23:52
FD3916,10.04,Low Sugar,0.168,Snack Foods,111.63,OUT002,1998,Small,Tier 3,Food Mart,2139.18,03/02/2020 6:23:52
NC3615,10.55,No Sugar,0.072,Health and Hygiene,111.63,OUT002,1998,Small,Tier 3,Food Mart,2254.13,03/02/2020 6:23:52
DR2998,11.27,Low Sugar,0.044,Hard Drinks,111.63,OUT001,1987,High,Tier 2,Supermarket Type1,2415.51,03/02/2020 6:23:52
FD2607,11.68,Low Sugar,0.125,Frozen Foods,111.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,2510.79,03/02/2020 6:23:52
FD1619,10.03,Low Sugar,0.038,Snack Foods,111.68,OUT002,1998,Small,Tier 3,Food Mart,2136.58,03/02/2020 6:23:52
FD6159,7.18,Regular,0.108,Frozen Foods,111.69,OUT002,1998,Small,Tier 3,Food Mart,1492.4,03/02/2020 6:23:52
NC2681,9.21,No Sugar,0.147,Health and Hygiene,111.69,OUT002,1998,Small,Tier 3,Food Mart,1951.42,03/02/2020 6:23:52
NC1537,10.54,No Sugar,0.138,Health and Hygiene,111.69,OUT002,1998,Small,Tier 3,Food Mart,2252.34,03/02/2020 6:23:52
FD5605,12.14,Low Sugar,0.035,Meat,111.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,2614.62,03/02/2020 6:23:52
DR5927,13.25,Low Sugar,0.091,Soft Drinks,111.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,2864.96,03/02/2020 6:23:52
FD5259,11.46,Regular,0.033,Canned,111.72,OUT001,1987,High,Tier 2,Supermarket Type1,2461.65,03/02/2020 6:23:52
FD3834,8.57,Low Sugar,0.112,Meat,111.78,OUT002,1998,Small,Tier 3,Food Mart,1808.35,03/02/2020 6:23:52
FD3983,11.97,Low Sugar,0.022,Fruits and Vegetables,111.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,2578.16,03/02/2020 6:23:52
NC1973,10.86,No Sugar,0.128,Health and Hygiene,111.79,OUT001,1987,High,Tier 2,Supermarket Type1,2327.86,03/02/2020 6:23:52
DR1678,10.54,Regular,0.04,Soft Drinks,111.83,OUT002,1998,Small,Tier 3,Food Mart,2255.06,03/02/2020 6:23:52
FD7179,11.92,Low Sugar,0.048,Frozen Foods,111.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,2567.84,03/02/2020 6:23:52
FD8179,11.57,Low Sugar,0.065,Fruits and Vegetables,111.84,OUT001,1987,High,Tier 2,Supermarket Type1,2488.28,03/02/2020 6:23:52
FD7331,10.37,Low Sugar,0.018,Canned,111.87,OUT002,1998,Small,Tier 3,Food Mart,2217.44,03/02/2020 6:23:52
FD261,10.11,Low Sugar,0.048,Canned,111.89,OUT002,1998,Small,Tier 3,Food Mart,2252.3,03/02/2020 6:23:52
NC3194,10.71,No Sugar,0.079,Health and Hygiene,111.89,OUT002,1998,Small,Tier 3,Food Mart,2296.12,03/02/2020 6:23:52
FD2154,11.55,Low Sugar,0.028,Meat,111.89,OUT001,1987,High,Tier 2,Supermarket Type1,2485.64,03/02/2020 6:23:52
NC5070,13.95,No Sugar,0.021,Health and Hygiene,111.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3027.72,03/02/2020 6:23:52
FD5029,10.95,Low Sugar,0.013,Dairy,111.91,OUT001,1987,High,Tier 2,Supermarket Type1,2349.15,03/02/2020 6:23:52
NC4123,10.16,No Sugar,0.054,Health and Hygiene,111.96,OUT002,1998,Small,Tier 3,Food Mart,2173.27,03/02/2020 6:23:52
NC7158,10.88,No Sugar,0.095,Household,111.96,OUT001,1987,High,Tier 2,Supermarket Type1,2335.9,03/02/2020 6:23:52
NC756,12.81,No Sugar,0.074,Health and Hygiene,111.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,2772.15,03/02/2020 6:23:52
FD4501,11.87,Low Sugar,0.04,Snack Foods,112.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,2558.75,03/02/2020 6:23:52
NC2877,12.03,No Sugar,0.026,Health and Hygiene,112.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,2596.63,03/02/2020 6:23:52
NC7408,11.95,No Sugar,0.052,Household,112.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,2578.75,03/02/2020 6:23:52
FD3605,12.74,Low Sugar,0.058,Starchy Foods,112.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,2756.8,03/02/2020 6:23:52
FD3130,10.17,Regular,0.037,Breads,112.06,OUT002,,Small,Tier 3,Food Mart,2177.31,03/02/2020 6:23:52
FD2478,10.12,Low Sugar,0.098,Canned,112.07,OUT002,1998,Small,Tier 3,Food Mart,2165.49,03/02/2020 6:23:52
NC6856,9.72,No Sugar,0.022,Household,112.11,OUT002,1998,Small,Tier 3,Food Mart,2075.82,03/02/2020 6:23:52
NC1477,10.38,No Sugar,0.089,Health and Hygiene,112.11,OUT002,1998,Small,Tier 3,Food Mart,2224.89,03/02/2020 6:23:52
FD8176,12.17,Low Sugar,0.158,Snack Foods,112.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,2629.45,03/02/2020 6:23:52
FD4031,8.46,Low Sugar,0.104,Breads,112.16,OUT002,1998,Small,Tier 3,Food Mart,1792.21,03/02/2020 6:23:52
FD7774,11.31,Low Sugar,0.036,Fruits and Vegetables,112.2,OUT001,1987,High,Tier 2,Supermarket Type1,2437.51,03/02/2020 6:23:52
FD1891,13.61,Low Sugar,0.059,Breads,112.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,2958.07,03/02/2020 6:23:52
FD1214,9.95,Regular,0.032,Meat,112.26,OUT002,1998,Small,Tier 3,Food Mart,2131.95,03/02/2020 6:23:52
FD4445,10.7,Low Sugar,0.089,Meat,112.28,OUT001,1987,High,Tier 2,Supermarket Type1,2301.85,03/02/2020 6:23:52
DR4193,11.98,Regular,0.085,Hard Drinks,112.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,2591.58,03/02/2020 6:23:52
FD2672,10.96,Low Sugar,0.056,Snack Foods,112.35,OUT001,1987,High,Tier 2,Supermarket Type1,2360.33,03/02/2020 6:23:52
FD2690,14.02,Low Sugar,0.129,Canned,112.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3051.8,03/02/2020 6:23:52
FD2427,10.66,Regular,0.026,Fruits and Vegetables,112.37,OUT002,1998,Small,Tier 3,Food Mart,2293.74,03/02/2020 6:23:52
NC5135,9.8,No Sugar,0.21,Health and Hygiene,112.39,OUT002,1998,Small,Tier 3,Food Mart,2100.15,03/02/2020 6:23:52
NC3665,11.57,No Sugar,0.041,Health and Hygiene,112.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,2500.33,03/02/2020 6:23:52
FD5968,9.84,Regular,0.033,Frozen Foods,112.43,OUT002,1998,Small,Tier 3,Food Mart,2108.62,03/02/2020 6:23:52
FD6936,11.41,Low Sugar,0.031,Frozen Foods,112.43,OUT001,1987,High,Tier 2,Supermarket Type1,2463.39,03/02/2020 6:23:52
FD6555,12.12,Regular,0.076,Frozen Foods,112.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,2625.78,03/02/2020 6:23:52
FD6149,14.2,Regular,0.054,Dairy,112.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3097.33,03/02/2020 6:23:52
FD3858,11.78,Low Sugar,0.09,Snack Foods,112.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,2549,03/02/2020 6:23:52
FD3257,10.97,Regular,0.128,Snack Foods,112.59,OUT001,1987,High,Tier 2,Supermarket Type1,2368.46,03/02/2020 6:23:52
FD8583,14.12,Low Sugar,0.042,Fruits and Vegetables,112.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,3081.93,03/02/2020 6:23:52
FD7985,11.25,Low Sugar,0.073,Frozen Foods,112.68,OUT001,1987,High,Tier 2,Supermarket Type1,2433.8,03/02/2020 6:23:52
NC3861,14.3,No Sugar,0.064,Health and Hygiene,112.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3122.63,03/02/2020 6:23:52
NC5576,9.99,No Sugar,0.016,Household,112.69,OUT002,1998,Small,Tier 3,Food Mart,2148.7,03/02/2020 6:23:52
FD4802,11.48,Low Sugar,0.107,Meat,112.69,OUT001,1987,High,Tier 2,Supermarket Type1,2485.22,03/02/2020 6:23:52
FD8368,6.82,Low Sugar,0.063,Canned,112.74,OUT002,1998,Small,Tier 3,Food Mart,1434.51,03/02/2020 6:23:52
FD6175,10.35,Regular,0.026,Dairy,112.74,OUT002,1998,Small,Tier 3,Food Mart,2230.35,03/02/2020 6:23:52
FD3396,12.4,Low Sugar,0.055,Dairy,112.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,2695.15,03/02/2020 6:23:52
NC823,12.73,No Sugar,0.016,Health and Hygiene,112.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,2768.4,03/02/2020 6:23:52
FD3870,10.89,Regular,0.142,Frozen Foods,112.77,OUT001,1987,High,Tier 2,Supermarket Type1,2354.38,03/02/2020 6:23:52
FD445,11.64,Low Sugar,0.104,Fruits and Vegetables,112.77,OUT003,1999,Medium,Tier 1,Departmental Store,5595.32,03/02/2020 6:23:52
FD4192,9.16,Regular,0.023,Meat,112.78,OUT002,1998,Small,Tier 3,Food Mart,1962.27,03/02/2020 6:23:52
NC6034,10.91,No Sugar,0.039,Household,112.81,OUT001,1987,High,Tier 2,Supermarket Type1,2359.69,03/02/2020 6:23:52
FD5128,6.85,Low Sugar,0.098,Meat,112.86,OUT002,1998,Small,Tier 3,Food Mart,1442.31,03/02/2020 6:23:52
FD482,14.84,Regular,0.054,Baking Goods,112.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3155.42,03/02/2020 6:23:52
FD549,8.71,Low Sugar,0.048,Fruits and Vegetables,112.89,OUT002,1998,Small,Tier 3,Food Mart,2205.49,03/02/2020 6:23:52
FD2170,13.29,Low Sugar,0.06,Snack Foods,112.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,2898.97,03/02/2020 6:23:52
FD280,10.49,Low Sugar,0.097,Breads,112.91,OUT002,1998,Small,Tier 3,Food Mart,830.76,03/02/2020 6:23:52
FD7968,11.11,Regular,0.019,Frozen Foods,112.91,OUT001,1987,High,Tier 2,Supermarket Type1,2405.72,03/02/2020 6:23:52
FD8225,12.86,Low Sugar,0.047,Fruits and Vegetables,112.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,2802.69,03/02/2020 6:23:52
FD5316,10.18,Low Sugar,0.021,Frozen Foods,112.92,OUT002,1998,Small,Tier 3,Food Mart,2197.53,03/02/2020 6:23:52
NC6686,13.52,No Sugar,0.026,Household,112.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,2951.23,03/02/2020 6:23:52
FD5656,13.33,Low Sugar,0.174,Frozen Foods,112.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,2909.88,03/02/2020 6:23:52
FD550,14.33,Low Sugar,0.035,Snack Foods,112.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,1786.7,03/02/2020 6:23:52
FD2676,8.87,Low Sugar,0.088,Baking Goods,113.03,OUT002,1998,Small,Tier 3,Food Mart,1901.95,03/02/2020 6:23:52
FD226,8.58,Regular,0.166,Dairy,113.04,OUT002,1998,Small,Tier 3,Food Mart,2263.31,03/02/2020 6:23:52
FD6297,14.73,Low Sugar,0.023,Fruits and Vegetables,113.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,3227.71,03/02/2020 6:23:52
FD4012,9.43,Low Sugar,0.09,Fruits and Vegetables,113.1,OUT002,1998,Small,Tier 3,Food Mart,2030.46,03/02/2020 6:23:52
NC6881,10.74,No Sugar,0.011,Health and Hygiene,113.12,OUT001,1987,High,Tier 2,Supermarket Type1,2327.1,03/02/2020 6:23:52
DR3825,12.27,Low Sugar,0.178,Hard Drinks,113.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,2673.62,03/02/2020 6:23:52
FD6217,9.89,Low Sugar,0.104,Dairy,113.13,OUT002,1998,Small,Tier 3,Food Mart,2135.44,03/02/2020 6:23:52
FD734,10.55,Low Sugar,0.07,Baking Goods,113.13,OUT002,1998,Small,Tier 3,Food Mart,2284.19,03/02/2020 6:23:52
DR4929,11.18,Low Sugar,0.018,Soft Drinks,113.14,OUT001,1987,High,Tier 2,Supermarket Type1,2426.78,03/02/2020 6:23:52
DR6383,11.4,Low Sugar,0.024,Hard Drinks,113.14,OUT001,1987,High,Tier 2,Supermarket Type1,2477.46,03/02/2020 6:23:52
FD87,11.1,Regular,0.028,Frozen Foods,113.17,OUT001,1987,High,Tier 2,Supermarket Type1,4810.31,03/02/2020 6:23:52
FD3373,11.84,Regular,0.023,Meat,113.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,2576.44,03/02/2020 6:23:52
FD5963,10.55,Regular,0.039,Frozen Foods,113.22,OUT002,1998,Small,Tier 3,Food Mart,2286.24,03/02/2020 6:23:52
NC1398,13.32,No Sugar,0.049,Household,113.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,2913.55,03/02/2020 6:23:52
FD4522,8.85,Low Sugar,0.123,Canned,113.28,OUT002,1998,Small,Tier 3,Food Mart,1902.66,03/02/2020 6:23:52
FD8191,15.05,Low Sugar,0.057,Canned,113.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3303.92,03/02/2020 6:23:52
NC7238,14.05,No Sugar,0.079,Health and Hygiene,113.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,3079.61,03/02/2020 6:23:52
FD7280,9.72,Low Sugar,0.162,Meat,113.3,OUT002,1998,Small,Tier 3,Food Mart,2101.11,03/02/2020 6:23:52
FD6461,11.61,Low Sugar,0.127,Snack Foods,113.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2527.98,03/02/2020 6:23:52
FD3303,10.73,Low Sugar,0.053,Dairy,113.31,OUT001,1987,High,Tier 2,Supermarket Type1,2328.56,03/02/2020 6:23:52
FD6628,13.66,Low Sugar,0.034,Dairy,113.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,2991.39,03/02/2020 6:23:52
FD8221,13.84,Low Sugar,0.28,Dairy,113.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3031.13,03/02/2020 6:23:52
FD6013,10.79,Low Sugar,0.056,Fruits and Vegetables,113.32,OUT001,1987,High,Tier 2,Supermarket Type1,2342.14,03/02/2020 6:23:52
FD2481,11.82,Low Sugar,0.061,Meat,113.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,2574.25,03/02/2020 6:23:52
NC7509,11.32,No Sugar,0.04,Health and Hygiene,113.33,OUT001,1987,High,Tier 2,Supermarket Type1,2463.39,03/02/2020 6:23:52
FD2497,11.81,Low Sugar,0.061,Frozen Foods,113.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,2572.39,03/02/2020 6:23:52
FD5622,11.87,Low Sugar,0.025,Baking Goods,113.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,2586.88,03/02/2020 6:23:52
DR7299,8.25,Low Sugar,0.108,Soft Drinks,113.37,OUT002,1998,Small,Tier 3,Food Mart,1768.94,03/02/2020 6:23:52
FD1906,12.26,Low Sugar,0.077,Snack Foods,113.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,2676.41,03/02/2020 6:23:52
FD1396,13.36,Regular,0.04,Fruits and Vegetables,113.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,2925.1,03/02/2020 6:23:52
FD5558,7.39,Low Sugar,0.012,Fruits and Vegetables,113.4,OUT002,1998,Small,Tier 3,Food Mart,1576.61,03/02/2020 6:23:52
FD5229,12.35,Regular,0.022,Meat,113.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,2697.34,03/02/2020 6:23:52
FD1494,11.44,Regular,0.054,Fruits and Vegetables,113.44,OUT001,1987,High,Tier 2,Supermarket Type1,2491.75,03/02/2020 6:23:52
FD884,8.87,Low Sugar,0.042,Canned,113.46,OUT002,1998,Small,Tier 3,Food Mart,1910.46,03/02/2020 6:23:52
DR5106,10.89,Low Sugar,0.007,Soft Drinks,113.48,OUT001,1987,High,Tier 2,Supermarket Type1,2368.62,03/02/2020 6:23:52
FD4914,11.48,Regular,0.031,Baking Goods,113.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,2500.6,03/02/2020 6:23:52
FD2836,11.34,Regular,0.03,Baking Goods,113.49,OUT001,1987,High,Tier 2,Supermarket Type1,2469.37,03/02/2020 6:23:52
FD477,10.19,Low Sugar,0.021,Dairy,113.5,OUT001,1987,High,Tier 2,Supermarket Type1,2576.85,03/02/2020 6:23:52
NC4111,7.85,No Sugar,0.122,Household,113.51,OUT002,1998,Small,Tier 3,Food Mart,1681.9,03/02/2020 6:23:52
FD6971,11.6,Low Sugar,0.034,Fruits and Vegetables,113.54,OUT004,2009,Medium,Tier 2,Supermarket Type2,2530.35,03/02/2020 6:23:52
FD3739,10.54,Low Sugar,0.076,Fruits and Vegetables,113.56,OUT002,1998,Small,Tier 3,Food Mart,2291.35,03/02/2020 6:23:52
DR3008,8.96,Regular,0.023,Hard Drinks,113.57,OUT002,1998,Small,Tier 3,Food Mart,1934.23,03/02/2020 6:23:52
DR8654,10.73,Low Sugar,0.033,Soft Drinks,113.57,OUT001,1987,High,Tier 2,Supermarket Type1,2333.46,03/02/2020 6:23:52
NC2300,9.86,No Sugar,0.034,Household,113.58,OUT002,1998,Small,Tier 3,Food Mart,2138.25,03/02/2020 6:23:52
FD6545,13.21,Low Sugar,0.013,Canned,113.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,2894.73,03/02/2020 6:23:52
FD5653,13.54,Regular,0.093,Baking Goods,113.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,2968.81,03/02/2020 6:23:52
FD3552,12.77,Low Sugar,0.08,Fruits and Vegetables,113.63,OUT004,2009,Medium,Tier 2,Supermarket Type2,2797.44,03/02/2020 6:23:52
FD5680,12.03,Low Sugar,0.053,Snack Foods,113.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,2629.15,03/02/2020 6:23:52
NC369,9.36,No Sugar,0.073,Health and Hygiene,113.66,OUT002,1998,Small,Tier 3,Food Mart,2053.13,03/02/2020 6:23:52
FD4902,11.86,Regular,0.067,Meat,113.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,2590.41,03/02/2020 6:23:52
FD1645,13.19,Low Sugar,0.047,Dairy,113.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,2892.56,03/02/2020 6:23:52
FD6888,9.88,Low Sugar,0.184,Canned,113.71,OUT002,1998,Small,Tier 3,Food Mart,2145.04,03/02/2020 6:23:52
DR4435,12.54,Low Sugar,0.188,Soft Drinks,113.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,2746.67,03/02/2020 6:23:52
NC3195,12.1,No Sugar,0.076,Household,113.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,2647.78,03/02/2020 6:23:52
NC446,14.76,No Sugar,0.109,Health and Hygiene,113.74,OUT003,1999,Medium,Tier 1,Departmental Store,5503.51,03/02/2020 6:23:52
FD7693,10.05,Regular,0.115,Dairy,113.76,OUT002,1998,Small,Tier 3,Food Mart,2184.7,03/02/2020 6:23:52
FD1219,8.91,Low Sugar,0.108,Canned,113.78,OUT002,1998,Small,Tier 3,Food Mart,1927.71,03/02/2020 6:23:52
FD8348,8.95,Low Sugar,0.129,Meat,113.79,OUT002,1998,Small,Tier 3,Food Mart,1937.49,03/02/2020 6:23:52
NC1465,12.85,No Sugar,0.049,Others,113.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,2817.67,03/02/2020 6:23:52
FD3970,10.28,Low Sugar,0.135,Fruits and Vegetables,113.83,OUT002,1998,Small,Tier 3,Food Mart,2237.04,03/02/2020 6:23:52
FD3196,11.86,Low Sugar,0.025,Fruits and Vegetables,113.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,2593.93,03/02/2020 6:23:52
FD1174,9.92,Regular,0.039,Snack Foods,113.89,OUT002,1998,Small,Tier 3,Food Mart,2158.36,03/02/2020 6:23:52
FD3744,12.35,Low Sugar,0.036,Baking Goods,113.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,2707.63,03/02/2020 6:23:52
FD5509,12.99,Low Sugar,0.083,Fruits and Vegetables,113.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,2851.45,03/02/2020 6:23:52
NC3412,9.92,No Sugar,0.015,Household,113.94,OUT002,1998,Small,Tier 3,Food Mart,2158.8,03/02/2020 6:23:52
FD5473,11.43,Regular,0.146,Canned,113.97,OUT001,1987,High,Tier 2,Supermarket Type1,2499.77,03/02/2020 6:23:52
