Timestamp,Energy_MWh,Ambient_Temperature_C
2024-06-25 19:00:00,19.83,31.7
2024-06-25 20:00:00,20.58,27.6
2024-06-25 21:00:00,20.39,32.4
2024-06-25 22:00:00,20.74,33.1
2024-06-25 23:00:00,20.19,28.1
2024-06-26 00:00:00,19.61,28.2
2024-06-26 01:00:00,19.93,30.8
2024-06-26 02:00:00,20.67,27.6
2024-06-26 03:00:00,20.52,29.0
2024-06-26 04:00:00,21.17,32.2
2024-06-26 05:00:00,20.74,31.5
2024-06-26 06:00:00,20.89,33.9
2024-06-26 07:00:00,19.59,30.3
2024-06-26 08:00:00,23.17,28.8
2024-06-26 09:00:00,23.42,30.1
2024-06-26 10:00:00,24.37,29.7
2024-06-26 11:00:00,23.74,29.7
2024-06-26 12:00:00,24.18,29.9
2024-06-26 13:00:00,23.53,28.1
2024-06-26 14:00:00,23.12,30.5
2024-06-26 15:00:00,23.2,27.2
2024-06-26 16:00:00,23.4,28.6
2024-06-26 17:00:00,19.93,29.7
2024-06-26 18:00:00,19.78,25.5
2024-06-26 19:00:00,20.47,31.5
2024-06-26 20:00:00,20.82,25.9
2024-06-26 21:00:00,19.52,31.3
2024-06-26 22:00:00,20.77,27.4
2024-06-26 23:00:00,19.88,29.2
2024-06-27 00:00:00,19.84,31.0
2024-06-27 01:00:00,21.46,34.4
2024-06-27 02:00:00,20.81,30.2
2024-06-27 03:00:00,20.65,26.0
2024-06-27 04:00:00,21.02,31.9
2024-06-27 05:00:00,21.41,29.5
2024-06-27 06:00:00,20.72,30.1
2024-06-27 07:00:00,20.46,31.1
2024-06-27 08:00:00,23.15,25.5
2024-06-27 09:00:00,24.05,30.0
2024-06-27 10:00:00,22.96,29.2
2024-06-27 11:00:00,23.34,32.4
2024-06-27 12:00:00,23.41,31.4
2024-06-27 13:00:00,22.05,26.7
2024-06-27 14:00:00,23.75,32.5
2024-06-27 15:00:00,22.58,30.9
2024-06-27 16:00:00,23.15,26.9
2024-06-27 17:00:00,20.87,30.1
2024-06-27 18:00:00,20.4,32.1
2024-06-27 19:00:00,21.03,27.6
2024-06-27 20:00:00,19.97,32.7
2024-06-27 21:00:00,20.72,27.0
2024-06-27 22:00:00,20.61,28.4
2024-06-27 23:00:00,19.38,28.1
2024-06-28 00:00:00,22.06,32.8
2024-06-28 01:00:00,20.3,29.0
2024-06-28 02:00:00,19.76,27.7
2024-06-28 03:00:00,19.82,30.9
2024-06-28 04:00:00,20.45,31.3
2024-06-28 05:00:00,20.5,31.3
2024-06-28 06:00:00,20.43,29.5
2024-06-28 07:00:00,20.33,30.5
2024-06-28 08:00:00,23.62,28.7
2024-06-28 09:00:00,23.57,33.3
2024-06-28 10:00:00,22.69,32.3
2024-06-28 11:00:00,23.58,32.2
2024-06-28 12:00:00,22.41,31.6
2024-06-28 13:00:00,23.71,31.0
2024-06-28 14:00:00,22.69,27.5
2024-06-28 15:00:00,23.64,31.3
2024-06-28 16:00:00,24.11,30.2
2024-06-28 17:00:00,20.21,32.5
2024-06-28 18:00:00,21.12,31.6
2024-06-28 19:00:00,20.32,31.1
2024-06-28 20:00:00,20.97,26.6
2024-06-28 21:00:00,20.23,29.8
2024-06-28 22:00:00,19.9,28.9
2024-06-28 23:00:00,20.83,30.5
2024-06-29 00:00:00,19.13,29.2
2024-06-29 01:00:00,18.95,29.4
2024-06-29 02:00:00,19.28,30.9
2024-06-29 03:00:00,19.32,29.1
2024-06-29 04:00:00,20.12,30.2
2024-06-29 05:00:00,18.17,27.0
2024-06-29 06:00:00,19.27,28.3
2024-06-29 07:00:00,19.88,31.3
2024-06-29 08:00:00,22.28,27.5
2024-06-29 09:00:00,23.34,32.5
2024-06-29 10:00:00,22.59,31.9
2024-06-29 11:00:00,22.29,29.5
2024-06-29 12:00:00,23.33,36.0
2024-06-29 13:00:00,22.73,32.5
2024-06-29 14:00:00,22.05,28.1
2024-06-29 15:00:00,22.84,31.5
2024-06-29 16:00:00,22.12,30.1
2024-06-29 17:00:00,18.97,28.4
2024-06-29 18:00:00,18.96,27.9
2024-06-29 19:00:00,20.31,32.0
2024-06-29 20:00:00,17.7,28.8
2024-06-29 21:00:00,19.61,29.8
2024-06-29 22:00:00,19.27,28.2
2024-06-29 23:00:00,18.44,28.5
2024-06-30 00:00:00,19.56,29.7
2024-06-30 01:00:00,19.75,30.8
2024-06-30 02:00:00,19.21,24.8
2024-06-30 03:00:00,18.11,30.0
2024-06-30 04:00:00,19.97,28.5
2024-06-30 05:00:00,19.35,32.8
2024-06-30 06:00:00,20.37,35.9
2024-06-30 07:00:00,19.74,29.3
2024-06-30 08:00:00,21.66,26.6
2024-06-30 09:00:00,22.79,30.2
2024-06-30 10:00:00,22.2,29.6
2024-06-30 11:00:00,21.79,33.9
2024-06-30 12:00:00,23.35,33.3
2024-06-30 13:00:00,22.22,31.7
2024-06-30 14:00:00,21.89,28.8
2024-06-30 15:00:00,22.37,31.4
2024-06-30 16:00:00,22.62,30.5
2024-06-30 17:00:00,19.46,30.5
2024-06-30 18:00:00,19.4,26.9
2024-06-30 19:00:00,18.98,32.1
2024-06-30 20:00:00,19.09,30.2
2024-06-30 21:00:00,19.36,29.8
2024-06-30 22:00:00,20.27,28.8
2024-06-30 23:00:00,19.22,28.4
2024-07-01 00:00:00,21.04,30.6
2024-07-01 01:00:00,20.11,26.5
2024-07-01 02:00:00,20.36,31.6
2024-07-01 03:00:00,20.1,27.9
2024-07-01 04:00:00,19.94,25.9
2024-07-01 05:00:00,21.1,33.6
2024-07-01 06:00:00,20.95,28.3
2024-07-01 07:00:00,20.48,28.6
2024-07-01 08:00:00,24.26,32.3
2024-07-01 09:00:00,23.33,33.7
2024-07-01 10:00:00,22.92,26.9
2024-07-01 11:00:00,22.89,28.1
2024-07-01 12:00:00,23.42,28.2
2024-07-01 13:00:00,23.45,31.9
2024-07-01 14:00:00,24.13,33.3
2024-07-01 15:00:00,22.75,27.8
2024-07-01 16:00:00,23.74,32.8
2024-07-01 17:00:00,20.64,28.6
2024-07-01 18:00:00,19.48,30.7
2024-07-01 19:00:00,21.25,27.5
2024-07-01 20:00:00,20.28,29.8
2024-07-01 21:00:00,19.41,29.8
2024-07-01 22:00:00,20.46,29.4
2024-07-01 23:00:00,20.54,30.8
2024-07-02 00:00:00,20.2,28.0
2024-07-02 01:00:00,20.75,28.2
2024-07-02 02:00:00,20.9,30.9
2024-07-02 03:00:00,20.86,32.7
2024-07-02 04:00:00,20.65,29.9
2024-07-02 05:00:00,20.49,31.0
2024-07-02 06:00:00,21.48,31.5
2024-07-02 07:00:00,19.87,31.7
2024-07-02 08:00:00,23.32,28.1
2024-07-02 09:00:00,23.31,28.4
2024-07-02 10:00:00,23.71,28.6
2024-07-02 11:00:00,23.4,33.8
2024-07-02 12:00:00,22.67,31.0
2024-07-02 13:00:00,23.61,30.9
2024-07-02 14:00:00,23.65,30.7
2024-07-02 15:00:00,23.92,27.3
2024-07-02 16:00:00,23.2,33.9
2024-07-02 17:00:00,21.11,30.9
2024-07-02 18:00:00,21.76,31.4
2024-07-02 19:00:00,19.9,26.5
2024-07-02 20:00:00,19.95,31.5
2024-07-02 21:00:00,20.17,29.3
2024-07-02 22:00:00,20.18,27.3
2024-07-02 23:00:00,20.53,28.1
2024-07-03 00:00:00,19.9,27.5
2024-07-03 01:00:00,20.96,27.4
2024-07-03 02:00:00,19.89,30.1
2024-07-03 03:00:00,19.49,29.2
2024-07-03 04:00:00,21.06,30.6
2024-07-03 05:00:00,19.63,33.3
2024-07-03 06:00:00,20.31,29.7
2024-07-03 07:00:00,21.55,25.5
2024-07-03 08:00:00,23.39,29.5
2024-07-03 09:00:00,23.12,32.4
2024-07-03 10:00:00,23.39,29.8
2024-07-03 11:00:00,23.72,33.0
2024-07-03 12:00:00,23.61,30.9
2024-07-03 13:00:00,23.4,26.3
2024-07-03 14:00:00,22.94,30.2
2024-07-03 15:00:00,24.35,30.6
2024-07-03 16:00:00,23.78,32.1
2024-07-03 17:00:00,21.17,33.6
2024-07-03 18:00:00,20.31,31.8
2024-07-03 19:00:00,21.18,30.9
2024-07-03 20:00:00,20.45,31.3
2024-07-03 21:00:00,20.54,29.6
2024-07-03 22:00:00,19.69,27.1
2024-07-03 23:00:00,19.96,30.1
2024-07-04 00:00:00,20.86,30.7
2024-07-04 01:00:00,19.98,27.6
2024-07-04 02:00:00,20.28,32.6
2024-07-04 03:00:00,20.32,32.0
2024-07-04 04:00:00,20.51,27.2
2024-07-04 05:00:00,20.4,32.7
2024-07-04 06:00:00,20.33,29.4
2024-07-04 07:00:00,20.29,28.4
2024-07-04 08:00:00,22.7,32.1
2024-07-04 09:00:00,22.7,29.9
2024-07-04 10:00:00,23.99,33.8
2024-07-04 11:00:00,22.91,28.3
2024-07-04 12:00:00,23.62,26.5
2024-07-04 13:00:00,23.87,29.4
2024-07-04 14:00:00,23.95,31.5
2024-07-04 15:00:00,24.17,28.1
2024-07-04 16:00:00,23.13,27.3
2024-07-04 17:00:00,20.81,30.4
2024-07-04 18:00:00,19.85,27.0
2024-07-04 19:00:00,21.73,30.6
2024-07-04 20:00:00,21.37,29.3
2024-07-04 21:00:00,20.55,31.0
2024-07-04 22:00:00,20.36,27.2
2024-07-04 23:00:00,21.39,32.6
2024-07-05 00:00:00,20.33,29.6
2024-07-05 01:00:00,20.27,31.5
2024-07-05 02:00:00,21.07,31.9
2024-07-05 03:00:00,20.25,27.6
2024-07-05 04:00:00,20.71,31.7
2024-07-05 05:00:00,19.74,27.1
2024-07-05 06:00:00,19.31,27.2
2024-07-05 07:00:00,20.96,33.9
2024-07-05 08:00:00,24.12,32.2
2024-07-05 09:00:00,23.74,34.1
2024-07-05 10:00:00,24.09,29.2
2024-07-05 11:00:00,23.12,30.2
2024-07-05 12:00:00,23.02,31.0
2024-07-05 13:00:00,23.4,29.9
2024-07-05 14:00:00,23.26,28.5
2024-07-05 15:00:00,23.65,28.2
2024-07-05 16:00:00,23.1,30.4
2024-07-05 17:00:00,20.91,27.8
2024-07-05 18:00:00,21.21,27.8
2024-07-05 19:00:00,20.5,30.7
2024-07-05 20:00:00,21.05,29.8
2024-07-05 21:00:00,20.1,31.8
2024-07-05 22:00:00,20.9,29.1
2024-07-05 23:00:00,20.85,28.8
2024-07-06 00:00:00,19.96,30.8
2024-07-06 01:00:00,19.27,28.3
2024-07-06 02:00:00,17.83,28.6
2024-07-06 03:00:00,19.0,28.7
2024-07-06 04:00:00,19.09,29.5
2024-07-06 05:00:00,19.31,33.5
2024-07-06 06:00:00,19.23,27.2
2024-07-06 07:00:00,19.49,32.5
2024-07-06 08:00:00,22.18,31.4
2024-07-06 09:00:00,22.23,33.1
2024-07-06 10:00:00,22.71,36.2
2024-07-06 11:00:00,23.29,32.8
2024-07-06 12:00:00,22.3,31.8
2024-07-06 13:00:00,21.92,27.3
2024-07-06 14:00:00,21.98,27.6
2024-07-06 15:00:00,22.69,30.7
2024-07-06 16:00:00,22.33,26.5
2024-07-06 17:00:00,18.05,31.2
2024-07-06 18:00:00,19.53,25.7
2024-07-06 19:00:00,20.39,32.2
2024-07-06 20:00:00,18.86,29.3
2024-07-06 21:00:00,18.98,30.2
2024-07-06 22:00:00,19.07,28.4
2024-07-06 23:00:00,18.68,26.1
2024-07-07 00:00:00,19.8,32.4
2024-07-07 01:00:00,18.74,32.6
2024-07-07 02:00:00,18.81,29.2
2024-07-07 03:00:00,20.34,31.2
2024-07-07 04:00:00,18.9,29.1
2024-07-07 05:00:00,20.12,30.5
2024-07-07 06:00:00,19.77,31.4
2024-07-07 07:00:00,18.65,31.0
2024-07-07 08:00:00,23.03,32.6
2024-07-07 09:00:00,22.49,31.0
2024-07-07 10:00:00,22.22,30.0
2024-07-07 11:00:00,22.41,28.4
2024-07-07 12:00:00,22.59,29.0
2024-07-07 13:00:00,22.96,31.5
2024-07-07 14:00:00,22.73,26.9
2024-07-07 15:00:00,22.87,32.1
2024-07-07 16:00:00,21.7,29.4
2024-07-07 17:00:00,19.05,28.3
2024-07-07 18:00:00,20.69,27.7
2024-07-07 19:00:00,19.95,31.3
2024-07-07 20:00:00,20.63,29.9
2024-07-07 21:00:00,20.46,33.1
2024-07-07 22:00:00,19.31,27.4
2024-07-07 23:00:00,19.48,28.8
2024-07-08 00:00:00,20.41,29.7
2024-07-08 01:00:00,19.42,28.4
2024-07-08 02:00:00,20.45,29.9
2024-07-08 03:00:00,21.11,30.5
2024-07-08 04:00:00,20.24,30.9
2024-07-08 05:00:00,20.95,32.9
2024-07-08 06:00:00,20.61,27.3
2024-07-08 07:00:00,20.06,30.6
2024-07-08 08:00:00,23.09,28.6
2024-07-08 09:00:00,23.02,30.7
2024-07-08 10:00:00,23.12,30.8
2024-07-08 11:00:00,22.6,27.9
2024-07-08 12:00:00,22.81,28.1
2024-07-08 13:00:00,24.25,30.9
2024-07-08 14:00:00,22.99,29.9
2024-07-08 15:00:00,23.46,29.4
2024-07-08 16:00:00,23.32,31.2
2024-07-08 17:00:00,21.18,31.4
2024-07-08 18:00:00,20.99,28.8
2024-07-08 19:00:00,20.71,28.2
2024-07-08 20:00:00,20.35,27.4
2024-07-08 21:00:00,20.34,30.0
2024-07-08 22:00:00,19.56,27.0
2024-07-08 23:00:00,21.44,30.1
2024-07-09 00:00:00,20.31,32.3
2024-07-09 01:00:00,20.71,29.2
2024-07-09 02:00:00,20.87,28.8
2024-07-09 03:00:00,20.57,33.9
2024-07-09 04:00:00,21.27,32.9
2024-07-09 05:00:00,20.67,28.3
2024-07-09 06:00:00,21.33,30.1
2024-07-09 07:00:00,20.27,30.5
2024-07-09 08:00:00,22.84,30.3
2024-07-09 09:00:00,23.55,33.5
2024-07-09 10:00:00,23.56,30.0
2024-07-09 11:00:00,23.52,30.3
2024-07-09 12:00:00,23.38,31.2
2024-07-09 13:00:00,22.72,32.2
2024-07-09 14:00:00,23.86,31.7
2024-07-09 15:00:00,24.53,30.9
2024-07-09 16:00:00,23.36,26.7
2024-07-09 17:00:00,20.65,28.9
2024-07-09 18:00:00,20.89,31.5
2024-07-09 19:00:00,20.7,30.4
2024-07-09 20:00:00,21.07,31.5
2024-07-09 21:00:00,21.02,33.6
2024-07-09 22:00:00,20.05,27.5
2024-07-09 23:00:00,20.27,32.1
2024-07-10 00:00:00,20.25,29.2
2024-07-10 01:00:00,20.79,31.7
2024-07-10 02:00:00,20.27,29.7
2024-07-10 03:00:00,21.03,34.1
2024-07-10 04:00:00,20.69,30.1
2024-07-10 05:00:00,20.74,28.6
2024-07-10 06:00:00,21.17,30.7
2024-07-10 07:00:00,20.55,30.5
2024-07-10 08:00:00,23.02,32.1
2024-07-10 09:00:00,23.36,30.7
2024-07-10 10:00:00,23.96,34.8
2024-07-10 11:00:00,22.5,29.6
2024-07-10 12:00:00,24.11,29.6
2024-07-10 13:00:00,23.39,28.6
2024-07-10 14:00:00,23.65,30.0
2024-07-10 15:00:00,24.17,30.3
2024-07-10 16:00:00,23.18,30.4
2024-07-10 17:00:00,20.75,30.0
2024-07-10 18:00:00,20.27,28.6
2024-07-10 19:00:00,20.18,28.1
2024-07-10 20:00:00,19.98,29.1
2024-07-10 21:00:00,21.5,32.1
2024-07-10 22:00:00,20.52,32.5
2024-07-10 23:00:00,20.78,29.7
2024-07-11 00:00:00,19.31,27.9
2024-07-11 01:00:00,21.01,29.6
2024-07-11 02:00:00,21.39,34.0
2024-07-11 03:00:00,20.69,31.8
2024-07-11 04:00:00,20.44,30.9
2024-07-11 05:00:00,20.83,31.7
2024-07-11 06:00:00,21.9,32.9
2024-07-11 07:00:00,19.33,27.5
2024-07-11 08:00:00,23.75,29.0
2024-07-11 09:00:00,22.88,28.7
2024-07-11 10:00:00,23.55,31.0
2024-07-11 11:00:00,23.35,30.1
2024-07-11 12:00:00,23.38,31.3
2024-07-11 13:00:00,23.34,28.8
2024-07-11 14:00:00,23.15,32.5
2024-07-11 15:00:00,23.95,29.7
2024-07-11 16:00:00,22.69,31.2
2024-07-11 17:00:00,20.95,32.2
2024-07-11 18:00:00,20.5,32.0
2024-07-11 19:00:00,19.93,30.5
2024-07-11 20:00:00,20.7,31.4
2024-07-11 21:00:00,20.01,33.3
2024-07-11 22:00:00,20.56,30.8
2024-07-11 23:00:00,19.58,28.3
2024-07-12 00:00:00,20.78,30.9
2024-07-12 01:00:00,19.97,29.7
2024-07-12 02:00:00,19.75,25.1
2024-07-12 03:00:00,20.68,30.7
2024-07-12 04:00:00,20.08,30.0
2024-07-12 05:00:00,20.64,32.1
2024-07-12 06:00:00,19.54,28.3
2024-07-12 07:00:00,20.46,26.8
2024-07-12 08:00:00,24.36,30.1
2024-07-12 09:00:00,24.91,30.5
2024-07-12 10:00:00,23.51,30.0
2024-07-12 11:00:00,23.84,29.8
2024-07-12 12:00:00,22.33,27.6
2024-07-12 13:00:00,24.17,29.5
2024-07-12 14:00:00,23.76,29.1
2024-07-12 15:00:00,23.41,31.9
2024-07-12 16:00:00,24.13,30.5
2024-07-12 17:00:00,20.26,29.2
2024-07-12 18:00:00,20.56,33.2
2024-07-12 19:00:00,20.62,29.2
2024-07-12 20:00:00,20.02,30.9
2024-07-12 21:00:00,20.92,29.4
2024-07-12 22:00:00,20.24,33.0
2024-07-12 23:00:00,19.93,29.9
2024-07-13 00:00:00,19.01,30.0
2024-07-13 01:00:00,19.79,29.4
2024-07-13 02:00:00,19.17,30.1
2024-07-13 03:00:00,19.0,32.1
2024-07-13 04:00:00,19.3,31.4
2024-07-13 05:00:00,19.43,29.8
2024-07-13 06:00:00,19.19,33.1
2024-07-13 07:00:00,19.04,31.5
2024-07-13 08:00:00,23.4,28.8
2024-07-13 09:00:00,21.74,27.0
2024-07-13 10:00:00,22.2,28.9
2024-07-13 11:00:00,22.34,30.6
2024-07-13 12:00:00,22.35,30.9
2024-07-13 13:00:00,23.02,32.4
2024-07-13 14:00:00,22.69,27.5
2024-07-13 15:00:00,22.19,28.8
2024-07-13 16:00:00,21.59,27.4
2024-07-13 17:00:00,19.8,27.0
2024-07-13 18:00:00,19.27,28.5
2024-07-13 19:00:00,20.38,30.5
2024-07-13 20:00:00,18.47,31.3
2024-07-13 21:00:00,19.35,27.8
2024-07-13 22:00:00,20.24,28.1
2024-07-13 23:00:00,18.91,26.2
2024-07-14 00:00:00,19.37,30.1
2024-07-14 01:00:00,19.44,28.2
2024-07-14 02:00:00,19.49,33.0
2024-07-14 03:00:00,19.36,30.5
2024-07-14 04:00:00,19.23,29.3
2024-07-14 05:00:00,18.99,28.4
2024-07-14 06:00:00,19.75,26.7
2024-07-14 07:00:00,19.39,26.9
2024-07-14 08:00:00,22.43,28.4
2024-07-14 09:00:00,22.7,28.3
2024-07-14 10:00:00,22.11,27.7
2024-07-14 11:00:00,22.12,30.4
2024-07-14 12:00:00,22.24,30.7
2024-07-14 13:00:00,22.35,28.8
2024-07-14 14:00:00,22.3,33.6
2024-07-14 15:00:00,21.84,26.2
2024-07-14 16:00:00,22.19,29.8
2024-07-14 17:00:00,20.45,29.2
2024-07-14 18:00:00,17.94,28.6
2024-07-14 19:00:00,19.21,28.3
2024-07-14 20:00:00,20.3,29.7
2024-07-14 21:00:00,19.45,29.2
2024-07-14 22:00:00,19.74,28.9
2024-07-14 23:00:00,19.23,27.1
2024-07-15 00:00:00,19.78,26.4
2024-07-15 01:00:00,19.26,29.1
2024-07-15 02:00:00,20.45,28.8
2024-07-15 03:00:00,20.0,29.2
2024-07-15 04:00:00,20.01,29.4
2024-07-15 05:00:00,20.08,28.6
2024-07-15 06:00:00,21.26,29.2
2024-07-15 07:00:00,21.46,27.9
2024-07-15 08:00:00,23.85,32.7
2024-07-15 09:00:00,23.04,28.0
2024-07-15 10:00:00,22.77,28.9
2024-07-15 11:00:00,23.53,28.2
2024-07-15 12:00:00,24.18,28.2
2024-07-15 13:00:00,23.32,29.7
2024-07-15 14:00:00,22.22,29.4
2024-07-15 15:00:00,23.68,28.7
2024-07-15 16:00:00,23.87,29.1
2024-07-15 17:00:00,19.5,28.2
2024-07-15 18:00:00,20.6,30.4
2024-07-15 19:00:00,21.07,33.7
2024-07-15 20:00:00,20.23,27.9
2024-07-15 21:00:00,20.12,30.4
2024-07-15 22:00:00,20.95,29.7
2024-07-15 23:00:00,20.37,31.0
2024-07-16 00:00:00,19.83,31.0
2024-07-16 01:00:00,19.45,30.0
2024-07-16 02:00:00,21.05,29.5
2024-07-16 03:00:00,20.65,28.7
2024-07-16 04:00:00,20.33,28.1
2024-07-16 05:00:00,20.19,29.4
2024-07-16 06:00:00,19.91,27.0
2024-07-16 07:00:00,19.78,28.4
2024-07-16 08:00:00,23.44,31.8
2024-07-16 09:00:00,22.39,29.8
2024-07-16 10:00:00,23.25,31.4
2024-07-16 11:00:00,23.57,32.5
2024-07-16 12:00:00,23.7,29.2
2024-07-16 13:00:00,23.45,30.0
2024-07-16 14:00:00,23.77,29.0
2024-07-16 15:00:00,23.95,28.0
2024-07-16 16:00:00,23.77,27.7
2024-07-16 17:00:00,20.84,31.3
2024-07-16 18:00:00,20.48,30.0
2024-07-16 19:00:00,20.31,33.3
2024-07-16 20:00:00,20.99,31.5
2024-07-16 21:00:00,21.12,28.1
2024-07-16 22:00:00,20.78,31.3
2024-07-16 23:00:00,21.33,29.0
2024-07-17 00:00:00,19.91,32.0
2024-07-17 01:00:00,19.76,28.6
2024-07-17 02:00:00,20.64,27.4
2024-07-17 03:00:00,20.4,27.9
2024-07-17 04:00:00,20.94,28.1
2024-07-17 05:00:00,20.26,27.9
2024-07-17 06:00:00,19.88,28.4
2024-07-17 07:00:00,20.5,31.3
2024-07-17 08:00:00,23.02,33.1
2024-07-17 09:00:00,22.6,26.9
2024-07-17 10:00:00,24.17,32.1
2024-07-17 11:00:00,23.77,28.6
2024-07-17 12:00:00,23.68,30.2
2024-07-17 13:00:00,22.24,26.2
2024-07-17 14:00:00,23.36,30.6
2024-07-17 15:00:00,22.41,25.5
2024-07-17 16:00:00,24.09,30.2
2024-07-17 17:00:00,20.2,30.1
2024-07-17 18:00:00,19.92,29.9
2024-07-17 19:00:00,20.3,28.1
2024-07-17 20:00:00,20.22,30.6
2024-07-17 21:00:00,21.25,30.3
2024-07-17 22:00:00,20.02,29.1
2024-07-17 23:00:00,19.87,30.9
2024-07-18 00:00:00,19.33,29.3
2024-07-18 01:00:00,20.51,30.5
2024-07-18 02:00:00,20.12,29.2
2024-07-18 03:00:00,19.75,29.9
2024-07-18 04:00:00,21.13,30.6
2024-07-18 05:00:00,20.68,28.7
2024-07-18 06:00:00,20.16,27.0
2024-07-18 07:00:00,21.16,30.0
2024-07-18 08:00:00,24.0,31.9
2024-07-18 09:00:00,23.08,30.1
2024-07-18 10:00:00,22.97,30.1
2024-07-18 11:00:00,23.83,29.4
2024-07-18 12:00:00,23.78,31.0
2024-07-18 13:00:00,23.47,29.1
2024-07-18 14:00:00,22.92,28.6
2024-07-18 15:00:00,23.95,31.7
2024-07-18 16:00:00,22.94,28.4
2024-07-18 17:00:00,20.56,31.3
2024-07-18 18:00:00,21.37,31.7
2024-07-18 19:00:00,20.21,30.6
2024-07-18 20:00:00,19.39,27.0
2024-07-18 21:00:00,19.9,29.5
2024-07-18 22:00:00,20.89,29.1
2024-07-18 23:00:00,20.46,28.5
2024-07-19 00:00:00,20.39,29.7
2024-07-19 01:00:00,20.33,31.0
2024-07-19 02:00:00,20.57,28.5
2024-07-19 03:00:00,19.97,29.1
2024-07-19 04:00:00,20.52,28.9
2024-07-19 05:00:00,20.29,31.8
2024-07-19 06:00:00,19.92,28.9
2024-07-19 07:00:00,19.86,27.0
2024-07-19 08:00:00,22.92,26.3
2024-07-19 09:00:00,23.48,30.2
2024-07-19 10:00:00,23.39,27.9
2024-07-19 11:00:00,21.72,30.8
2024-07-19 12:00:00,22.76,26.8
2024-07-19 13:00:00,23.13,28.4
2024-07-19 14:00:00,23.91,26.8
2024-07-19 15:00:00,22.97,30.3
2024-07-19 16:00:00,23.63,30.7
2024-07-19 17:00:00,21.24,30.1
2024-07-19 18:00:00,19.56,27.3
2024-07-19 19:00:00,20.47,27.9
2024-07-19 20:00:00,20.07,29.9
2024-07-19 21:00:00,19.84,26.1
2024-07-19 22:00:00,19.97,28.9
2024-07-19 23:00:00,20.37,32.5
2024-07-20 00:00:00,20.74,29.0
2024-07-20 01:00:00,19.54,26.4
2024-07-20 02:00:00,19.85,28.2
2024-07-20 03:00:00,19.54,28.1
2024-07-20 04:00:00,19.05,33.7
2024-07-20 05:00:00,19.95,32.7
2024-07-20 06:00:00,20.1,30.8
2024-07-20 07:00:00,18.93,28.7
2024-07-20 08:00:00,23.15,31.8
2024-07-20 09:00:00,22.55,27.1
2024-07-20 10:00:00,23.56,31.5
2024-07-20 11:00:00,22.39,31.2
2024-07-20 12:00:00,21.84,29.1
2024-07-20 13:00:00,22.47,31.7
2024-07-20 14:00:00,23.05,28.5
2024-07-20 15:00:00,21.25,26.8
2024-07-20 16:00:00,21.58,31.3
2024-07-20 17:00:00,19.45,29.2
2024-07-20 18:00:00,19.32,30.6
2024-07-20 19:00:00,19.79,33.0
2024-07-20 20:00:00,19.75,27.9
2024-07-20 21:00:00,19.12,29.1
2024-07-20 22:00:00,18.8,32.5
2024-07-20 23:00:00,20.58,30.7
2024-07-21 00:00:00,18.78,27.9
2024-07-21 01:00:00,18.7,27.4
2024-07-21 02:00:00,19.87,28.3
2024-07-21 03:00:00,19.07,27.8
2024-07-21 04:00:00,19.43,29.8
2024-07-21 05:00:00,19.68,29.5
2024-07-21 06:00:00,20.02,29.9
2024-07-21 07:00:00,19.08,27.6
2024-07-21 08:00:00,23.17,29.2
2024-07-21 09:00:00,20.94,25.2
2024-07-21 10:00:00,22.83,29.6
2024-07-21 11:00:00,22.24,31.7
2024-07-21 12:00:00,22.82,26.5
2024-07-21 13:00:00,22.59,30.3
2024-07-21 14:00:00,21.96,28.1
2024-07-21 15:00:00,22.91,30.9
2024-07-21 16:00:00,22.89,29.6
2024-07-21 17:00:00,19.82,30.1
2024-07-21 18:00:00,18.91,29.4
2024-07-21 19:00:00,19.44,32.0
2024-07-21 20:00:00,19.48,30.0
2024-07-21 21:00:00,19.26,27.9
2024-07-21 22:00:00,19.81,29.5
2024-07-21 23:00:00,18.34,28.6
2024-07-22 00:00:00,20.61,29.6
2024-07-22 01:00:00,20.18,28.4
2024-07-22 02:00:00,19.86,27.9
2024-07-22 03:00:00,20.08,29.6
2024-07-22 04:00:00,20.32,29.4
2024-07-22 05:00:00,18.83,31.4
2024-07-22 06:00:00,19.98,28.4
2024-07-22 07:00:00,19.58,25.3
2024-07-22 08:00:00,23.6,28.5
2024-07-22 09:00:00,22.69,26.0
2024-07-22 10:00:00,23.39,30.1
2024-07-22 11:00:00,23.85,25.9
2024-07-22 12:00:00,23.72,27.3
2024-07-22 13:00:00,23.79,28.5
2024-07-22 14:00:00,23.47,32.3
2024-07-22 15:00:00,23.47,27.1
2024-07-22 16:00:00,23.3,29.3
2024-07-22 17:00:00,20.43,30.4
2024-07-22 18:00:00,20.91,32.2
2024-07-22 19:00:00,20.27,30.8
2024-07-22 20:00:00,21.38,31.4
2024-07-22 21:00:00,20.51,31.0
2024-07-22 22:00:00,20.48,26.8
2024-07-22 23:00:00,21.22,30.0
2024-07-23 00:00:00,21.1,30.9
2024-07-23 01:00:00,19.52,27.3
2024-07-23 02:00:00,20.51,28.0
2024-07-23 03:00:00,20.68,27.6
2024-07-23 04:00:00,21.01,30.7
2024-07-23 05:00:00,19.83,29.0
2024-07-23 06:00:00,20.01,28.5
2024-07-23 07:00:00,20.65,26.6
2024-07-23 08:00:00,23.01,29.0
2024-07-23 09:00:00,23.14,28.0
2024-07-23 10:00:00,24.25,29.7
2024-07-23 11:00:00,23.16,26.9
